bootstrap_id,sampled_year_indices
302,35;26;22;8;29;0;24;23;41;31;34;40;34;14;39;16;22;11;9;32;12;12;28;34;42;19;13;3;39;36;35;34;26;31;6;32;44;23;41;9;38;7;25;5;31
303,22;8;13;31;21;26;13;1;6;14;17;18;32;38;4;12;0;14;13;28;12;37;6;6;39;33;2;34;27;8;35;37;33;43;19;29;13;4;38;29;37;23;14;26;7
304,1;34;19;16;12;14;3;41;7;10;22;37;37;9;7;43;2;6;37;14;14;25;21;34;28;8;43;22;2;27;38;16;40;18;16;15;40;0;41;24;24;26;16;11;22
305,41;32;14;9;16;2;40;44;1;43;42;14;34;22;24;22;41;30;14;25;29;18;27;14;44;40;13;29;8;28;24;27;31;22;35;34;7;1;36;36;32;10;38;25;34
306,22;11;38;33;20;5;13;23;24;17;14;24;26;28;40;6;35;40;6;16;24;32;23;40;32;21;18;19;4;43;7;19;32;10;41;36;24;33;21;9;33;22;25;40;27
307,44;14;37;13;1;0;21;44;39;18;40;7;2;19;30;13;0;15;33;24;8;6;33;16;44;21;13;8;40;23;12;24;34;26;10;9;6;42;7;20;4;33;30;35;13
308,10;24;42;7;36;15;34;11;25;41;34;13;19;18;10;43;6;4;6;12;7;4;9;34;14;36;31;30;19;28;20;7;27;35;15;35;19;20;26;31;27;0;15;10;41
309,40;35;10;17;20;0;5;8;1;24;3;34;10;44;11;22;21;34;23;40;44;4;25;3;28;3;6;2;1;14;24;21;4;1;18;18;29;10;11;22;11;15;16;43;26
310,17;5;31;22;23;15;21;32;22;25;1;17;15;41;6;19;22;38;37;37;33;40;33;35;7;31;15;31;29;24;43;34;38;6;0;1;11;32;12;1;29;6;42;5;7
311,32;22;40;30;34;12;38;24;41;6;12;10;2;21;9;38;35;1;17;16;14;29;41;26;4;34;11;23;31;43;21;22;28;37;42;34;33;40;43;39;13;44;36;39;6
312,5;10;9;3;42;37;24;10;20;6;11;11;7;33;40;6;5;37;43;0;35;38;16;27;10;44;33;14;31;40;44;0;10;0;11;10;39;35;6;20;16;2;22;41;35
313,39;11;41;40;11;7;26;8;40;18;31;3;37;43;22;5;16;2;38;37;25;6;38;17;12;37;18;37;29;2;39;37;16;27;22;29;21;4;9;30;32;27;17;41;2
314,28;29;42;19;3;4;38;26;34;34;12;20;36;27;3;0;23;7;11;13;6;38;15;4;36;39;10;8;10;21;2;2;27;21;31;7;12;37;18;8;23;44;20;16;36
315,19;31;29;36;43;0;10;16;44;29;1;3;25;27;13;38;34;2;16;25;23;36;42;16;5;35;9;19;2;2;26;35;30;25;24;9;3;28;6;39;35;5;25;2;0
316,12;25;7;7;15;39;25;15;18;14;41;41;37;38;29;30;5;13;11;43;8;10;1;32;12;39;35;31;18;11;40;22;14;41;26;39;33;32;40;18;14;25;10;8;6
317,37;36;30;8;15;3;5;44;38;8;30;10;7;42;28;28;11;18;31;6;11;32;0;19;20;37;43;27;40;38;42;14;5;31;33;43;38;5;1;12;1;37;27;3;10
318,35;28;21;35;34;40;41;32;6;12;16;16;36;32;5;25;25;42;18;1;25;9;24;29;26;30;18;41;1;3;2;27;43;35;28;2;32;37;15;20;11;30;8;35;17
319,6;20;26;25;2;0;2;38;31;38;39;41;35;29;2;24;22;16;18;3;13;11;39;33;41;28;32;11;40;43;12;4;40;24;6;11;25;28;32;17;16;43;15;1;39
320,43;39;6;13;11;14;44;8;3;40;20;29;18;8;0;20;0;40;11;35;22;41;16;42;43;3;20;26;0;22;35;36;24;29;41;10;24;3;13;29;16;16;0;32;17
321,22;14;16;1;14;15;16;42;16;40;37;19;21;16;35;34;29;4;2;21;36;24;41;14;23;31;0;40;10;4;1;2;25;20;42;2;31;34;26;0;42;4;20;7;7
322,16;22;33;32;33;3;1;10;7;20;30;36;41;26;24;13;9;36;15;3;0;4;10;25;38;0;8;24;33;41;7;13;20;38;11;24;7;22;15;38;16;3;30;15;2
323,8;24;8;2;34;9;10;36;22;17;40;10;44;40;5;36;43;39;21;0;44;44;5;2;28;0;30;34;7;0;21;35;43;27;0;39;15;1;43;24;1;41;19;3;31
324,6;18;34;27;29;27;33;20;31;6;25;42;31;15;6;1;7;11;11;32;19;0;31;14;23;26;30;39;5;40;39;35;35;1;20;15;12;22;27;33;20;41;26;33;15
325,4;37;33;7;24;13;37;17;16;26;0;15;19;0;31;3;4;34;38;13;27;40;12;6;18;6;12;8;24;7;0;43;27;20;27;5;16;42;34;11;36;11;32;10;40
326,17;35;40;11;12;44;1;7;26;8;5;19;16;9;4;8;25;20;11;31;1;19;15;30;32;33;30;32;16;0;38;34;16;11;18;41;16;18;43;22;25;1;6;28;9
327,44;15;32;23;24;33;10;39;26;41;28;27;33;5;2;10;6;35;19;43;31;3;38;6;4;14;27;32;10;35;0;12;34;18;42;26;35;12;21;31;19;8;43;8;34
328,35;24;18;4;13;18;18;30;25;2;14;8;6;37;23;22;32;34;4;6;28;19;26;25;38;32;44;11;16;25;3;38;42;0;28;42;2;33;5;18;4;9;27;38;6
329,19;13;30;27;20;40;11;37;5;11;17;12;2;43;29;32;38;10;12;33;8;28;17;8;4;15;29;10;28;11;41;19;31;25;26;10;17;0;5;2;4;41;4;38;18
330,15;6;15;37;34;29;13;41;32;36;27;2;16;32;4;11;9;24;7;9;28;35;41;13;0;22;33;9;13;32;35;41;22;13;27;36;27;37;19;19;20;41;5;9;22
331,5;40;35;41;15;23;35;14;12;11;30;26;1;13;43;43;13;17;12;3;5;36;40;34;40;35;22;0;34;19;35;37;40;0;7;11;33;15;41;29;34;5;0;7;32
332,44;27;31;44;9;27;14;3;12;16;12;21;12;33;16;23;10;0;32;6;12;36;31;0;16;29;9;44;31;4;32;17;22;0;29;20;26;16;10;35;20;25;23;38;42
333,27;27;21;10;4;26;6;0;35;6;16;2;33;41;16;43;9;19;33;12;6;33;17;28;13;36;36;38;20;19;0;37;23;35;34;5;8;1;15;33;7;39;26;36;41
334,17;40;26;30;43;1;28;20;20;31;32;22;38;23;0;13;26;25;14;16;26;9;29;2;15;39;21;7;14;24;34;19;30;35;9;37;41;24;20;16;14;27;34;8;17
335,23;13;21;30;40;11;5;32;28;44;6;4;5;44;9;18;12;26;44;9;12;35;14;29;23;20;35;28;18;14;19;29;8;0;9;35;23;37;0;42;31;30;13;29;15
336,38;33;42;21;20;42;19;17;11;32;6;39;11;32;28;23;35;1;23;10;16;13;19;44;7;44;15;13;27;28;42;30;24;38;34;18;35;28;18;26;0;41;34;6;30
337,2;30;42;23;14;9;32;21;38;0;28;14;6;27;5;7;37;30;22;13;0;29;22;40;30;26;2;23;32;18;11;26;17;41;18;32;18;41;44;16;16;40;36;13;14
338,32;32;30;29;19;32;43;31;35;12;14;19;6;6;26;44;6;29;16;37;38;0;1;15;7;16;20;43;13;8;13;7;32;23;23;12;27;14;10;2;28;24;38;11;31
339,38;23;2;27;16;2;43;22;30;17;42;11;42;29;8;33;13;38;17;32;44;30;34;38;27;37;41;14;7;26;41;34;30;20;0;39;8;44;14;38;44;12;40;16;8
340,38;32;40;9;8;34;38;44;2;8;32;32;11;28;41;30;34;10;31;34;4;19;7;9;12;2;40;2;20;32;22;25;27;23;0;7;35;35;18;6;26;38;13;31;27
341,22;26;6;2;44;34;9;18;26;33;20;40;15;41;35;7;36;36;29;12;20;31;42;2;44;7;39;9;37;25;5;7;28;18;36;12;15;15;42;23;15;17;36;27;21
342,3;19;43;26;33;8;26;4;21;13;33;11;27;7;44;40;21;44;9;33;40;13;9;27;12;6;37;33;3;36;22;11;22;8;30;15;18;9;14;43;3;2;20;18;31
343,13;10;26;6;14;35;18;1;37;20;4;41;12;42;34;10;10;13;18;42;29;28;12;39;13;6;18;22;7;36;36;37;12;7;24;7;43;28;15;3;14;23;30;21;33
344,27;31;35;21;14;13;12;28;10;41;42;22;33;43;13;22;30;20;33;41;44;43;18;25;44;17;32;14;4;16;37;28;12;35;2;21;2;36;34;29;34;44;20;31;9
345,3;21;29;43;11;40;42;38;34;15;2;38;28;18;5;29;12;1;32;1;43;0;29;44;42;29;11;37;33;7;4;38;26;12;34;11;15;12;39;32;27;15;2;23;25
346,44;34;13;2;6;2;8;26;4;11;29;42;42;15;41;6;40;6;31;39;29;12;13;40;32;27;4;11;16;38;2;7;44;21;5;15;2;4;39;13;1;17;33;7;30
347,29;35;30;24;44;25;0;18;44;0;38;42;8;0;14;3;15;11;11;8;41;12;2;42;16;9;43;25;6;16;28;22;12;43;16;5;16;42;5;31;34;10;19;28;13
348,37;18;26;16;37;37;10;41;22;41;2;25;21;38;8;30;16;11;20;9;32;36;9;35;13;15;31;16;23;36;31;9;7;11;41;39;22;1;27;36;1;7;31;44;32
349,13;6;42;17;9;23;23;27;14;39;21;11;29;19;41;9;28;31;33;30;29;24;2;42;11;10;41;30;9;15;43;5;24;35;12;0;28;7;0;6;16;1;20;15;24
350,11;14;3;41;14;19;11;2;42;13;12;36;19;10;24;2;43;8;5;41;6;8;17;44;15;38;7;13;2;23;2;32;32;14;35;40;25;9;22;35;39;18;35;3;6
351,19;16;6;0;11;27;15;36;17;23;0;31;11;28;17;43;0;43;23;18;33;14;34;5;29;0;44;9;42;31;5;41;15;1;24;37;22;39;37;0;23;22;29;35;31
352,26;0;3;37;5;39;42;4;24;39;0;24;37;18;42;28;29;35;17;7;0;39;7;24;14;41;19;40;35;6;11;14;43;40;5;12;23;11;42;41;31;36;35;3;43
353,35;23;5;40;15;2;31;9;7;7;32;10;37;33;43;41;13;3;27;1;22;11;20;0;41;19;44;19;1;34;17;34;14;21;0;16;7;18;38;37;2;0;33;31;42
354,22;7;1;17;2;26;36;23;9;36;23;5;28;16;10;0;5;0;22;12;11;41;24;5;39;16;42;3;6;4;11;17;30;36;32;34;38;5;3;5;12;7;31;36;22
355,15;21;26;1;24;16;34;31;9;19;14;35;20;28;10;39;35;22;12;3;23;10;8;16;24;26;33;35;13;43;38;26;3;43;9;3;29;26;43;42;1;23;5;21;40
356,32;28;1;36;1;42;24;37;1;6;16;4;42;16;11;9;40;4;22;19;18;33;37;4;33;38;19;10;11;26;25;34;32;9;28;36;11;8;14;0;27;35;40;5;12
357,3;3;13;23;41;23;38;41;25;7;31;1;40;37;33;21;40;19;25;31;41;5;29;7;38;11;32;21;31;26;6;19;7;27;7;34;6;44;31;17;15;11;22;2;26
358,36;12;28;14;14;44;34;22;22;15;29;33;9;35;1;22;40;15;18;42;14;31;2;26;26;4;9;36;5;43;42;26;19;16;27;2;41;44;41;12;38;27;31;33;10
359,35;3;10;15;1;43;11;34;1;34;4;17;3;1;15;14;0;8;34;21;26;38;44;2;35;10;43;42;40;17;5;3;4;32;27;21;40;17;43;38;5;21;41;2;31
360,40;17;24;1;39;39;11;34;18;37;28;43;3;33;1;33;28;36;33;24;38;33;11;22;24;44;44;34;38;6;30;31;27;1;0;2;3;18;19;38;12;18;13;41;12
361,12;42;35;44;14;14;21;33;25;13;3;18;2;44;38;18;25;34;6;5;26;7;39;5;9;37;1;41;20;32;13;0;10;32;17;35;26;26;26;39;4;19;26;18;10
362,32;42;22;27;3;39;23;33;11;41;7;10;0;27;0;26;9;41;41;37;21;35;29;14;12;5;19;43;31;6;41;17;35;36;36;15;4;1;43;4;14;36;17;14;8
363,18;44;11;17;29;2;23;27;0;3;33;41;28;26;30;29;30;16;22;33;27;40;15;31;28;12;18;38;39;24;27;1;9;15;16;0;29;21;12;0;3;28;0;1;0
364,16;13;24;36;24;9;11;7;21;12;31;9;35;34;33;27;23;9;16;20;10;3;22;43;6;34;22;20;44;21;18;36;26;35;5;26;44;14;34;33;42;23;38;26;31
365,22;14;17;11;14;27;42;2;23;7;26;40;34;27;10;24;28;20;24;36;6;34;3;35;12;29;36;2;15;35;2;42;6;43;14;35;30;6;32;28;30;42;12;37;26
366,43;39;23;40;42;28;26;2;4;43;42;29;42;28;18;19;22;44;6;42;5;19;40;16;44;25;38;37;31;38;16;9;39;41;10;42;39;3;39;34;32;27;23;11;1
367,32;27;30;24;8;1;5;25;4;17;43;34;29;13;39;34;1;13;11;17;19;10;2;25;2;4;4;32;31;16;27;43;39;26;34;43;34;21;28;36;15;42;0;15;12
368,10;24;12;3;27;40;29;28;3;14;12;41;29;35;16;32;15;23;8;33;30;21;5;2;32;44;25;41;23;17;8;28;34;24;35;28;4;19;40;18;13;40;42;29;3
369,27;18;41;27;2;12;28;35;40;24;7;31;13;9;12;40;23;3;43;20;24;27;17;15;30;7;0;36;21;26;30;42;17;22;6;29;37;1;30;7;8;33;17;7;7
370,37;22;16;2;22;26;2;6;18;23;36;39;4;29;24;17;15;1;12;16;44;36;3;32;32;27;19;0;0;3;6;19;24;27;9;1;0;40;3;25;6;4;42;33;14
371,42;26;35;28;30;0;34;38;21;29;38;26;10;38;26;3;11;18;29;4;40;25;4;16;16;43;3;33;35;5;11;16;18;37;16;33;28;30;8;25;4;40;5;0;1
372,5;39;16;28;29;6;4;33;43;37;20;42;12;12;15;32;7;3;41;16;17;28;9;10;4;28;15;32;21;19;17;21;44;27;12;9;17;28;20;20;43;26;28;27;41
373,21;14;14;16;5;12;22;8;2;16;20;21;41;40;4;2;12;18;35;11;14;0;16;40;34;38;7;31;15;6;16;38;6;34;30;38;10;10;35;22;28;19;29;42;27
374,30;43;9;39;29;31;24;26;1;15;19;41;10;5;0;29;1;17;40;16;14;28;41;19;28;12;3;33;23;28;33;11;44;43;4;4;7;6;22;36;30;43;21;7;2
375,19;37;11;25;11;39;24;15;3;3;43;25;36;24;27;34;30;23;10;5;26;40;32;24;36;20;26;44;6;33;6;38;32;38;29;4;5;13;28;28;5;39;35;31;3
376,16;28;38;40;24;14;35;17;41;8;19;3;15;36;7;9;0;30;25;41;44;12;43;38;42;18;31;20;9;18;13;9;8;2;21;14;34;37;21;22;18;39;38;5;7
377,31;39;35;16;12;2;9;9;27;36;15;36;16;34;34;33;6;13;39;37;11;36;24;21;5;4;9;10;37;35;18;28;3;44;2;20;25;0;24;7;27;6;15;34;14
378,10;34;32;22;31;36;13;18;17;1;41;28;34;19;15;32;40;36;7;17;11;17;7;44;4;37;21;19;14;30;14;6;13;29;39;33;41;10;8;15;2;10;8;13;35
379,21;20;32;19;18;41;24;44;18;32;41;31;3;19;0;27;31;36;16;2;8;21;34;21;38;33;17;7;28;20;15;22;4;8;25;39;1;35;20;37;7;8;35;20;39
380,6;44;36;4;10;10;27;34;25;20;44;44;17;4;24;30;5;11;15;17;23;27;28;4;23;29;38;40;27;9;28;7;11;36;40;9;25;4;3;26;7;20;34;36;30
381,20;42;17;22;33;23;15;20;35;9;25;10;21;29;20;35;38;0;21;3;8;6;20;21;9;4;32;31;4;15;33;25;25;17;16;43;2;0;35;23;31;11;19;16;27
382,24;18;40;16;20;43;11;26;44;0;8;2;8;2;15;39;21;30;36;28;42;6;19;39;26;23;21;8;11;23;14;37;0;3;29;44;32;15;43;22;27;12;34;44;39
383,12;8;40;3;19;21;7;23;44;44;14;8;43;5;10;3;42;42;16;41;2;15;44;38;4;7;26;43;34;35;29;3;18;24;13;24;40;32;44;32;19;18;0;2;42
384,5;30;34;43;13;36;7;25;16;12;5;35;29;32;41;43;28;17;14;30;12;6;8;39;32;33;7;29;39;5;3;13;32;41;14;2;32;0;30;6;14;38;20;30;30
385,32;1;44;33;8;19;9;23;40;39;12;4;3;18;32;3;42;0;19;26;43;43;21;20;9;25;3;1;12;38;29;43;29;13;31;21;44;13;8;2;32;29;20;2;36
386,19;41;17;32;17;28;28;4;37;24;10;11;24;19;12;15;43;37;24;6;2;8;3;25;3;9;38;42;4;0;16;38;24;34;12;14;13;38;17;44;24;40;32;31;4
387,13;21;4;39;44;33;30;16;18;23;24;0;20;30;36;2;29;8;2;14;28;33;18;23;10;5;20;12;29;38;20;8;36;43;8;38;14;32;31;25;43;28;6;35;10
388,43;40;7;22;17;2;3;26;0;40;16;28;38;39;35;37;8;10;41;39;39;16;34;37;29;34;32;19;39;4;44;17;12;33;15;16;27;42;35;29;28;4;1;22;15
389,16;35;14;23;4;12;17;27;34;26;42;14;31;23;17;7;22;21;39;44;22;42;5;10;39;31;20;18;7;25;24;17;7;39;12;11;23;7;0;28;24;2;39;40;23
390,21;33;4;22;16;10;22;14;32;9;30;19;17;12;20;9;3;6;2;7;40;7;44;29;26;9;41;41;40;20;19;12;41;2;38;43;38;34;3;18;12;38;10;25;8
391,16;18;41;33;34;1;14;30;27;30;33;28;30;13;35;2;34;32;28;27;15;0;21;40;20;37;38;13;34;28;42;13;17;3;12;24;5;17;12;8;15;5;23;31;2
392,40;37;4;15;2;44;44;14;15;2;16;8;9;41;43;38;27;37;34;28;27;15;5;6;44;34;31;20;0;27;44;17;1;12;16;0;41;41;15;23;41;23;22;38;38
393,9;25;17;31;19;36;40;26;36;24;33;23;7;18;19;31;25;42;44;14;33;13;0;10;28;15;1;15;24;11;11;22;1;25;33;38;37;29;40;37;9;14;30;24;39
394,7;0;43;27;24;2;18;2;37;29;20;33;36;8;36;15;17;36;3;43;7;36;27;1;36;40;22;37;35;27;31;5;27;36;44;24;19;16;7;19;32;2;40;9;39
395,15;3;22;15;30;27;5;27;28;19;10;12;40;21;20;28;25;22;7;9;35;27;30;3;2;32;16;28;10;22;26;32;14;16;9;7;1;20;27;31;6;5;8;26;18
396,26;2;34;41;25;17;23;27;6;36;14;39;21;22;1;30;20;41;21;6;17;39;24;43;38;31;34;34;23;15;6;14;13;44;29;30;21;44;8;39;25;43;32;26;38
397,23;27;13;15;7;31;30;42;24;0;12;19;38;27;22;41;8;33;42;5;42;1;38;27;20;14;20;14;10;37;0;13;10;40;31;23;21;1;24;38;5;32;27;18;0
398,43;18;23;30;9;44;43;13;13;25;22;22;14;5;23;3;7;38;19;6;40;13;33;35;4;35;29;28;17;37;1;30;24;43;11;41;20;5;26;9;43;28;33;19;44
399,1;11;20;11;20;14;43;42;43;13;22;33;6;39;30;6;33;28;30;11;41;6;17;36;40;23;8;3;37;13;33;4;5;24;36;15;21;0;13;26;14;20;35;31;9
400,25;35;23;22;10;8;25;10;10;42;28;2;17;28;14;7;19;11;4;8;21;27;3;15;8;7;3;0;4;7;8;16;13;31;13;16;28;35;5;13;29;38;29;32;0
401,31;19;5;3;21;4;32;41;6;8;13;5;32;16;21;34;21;20;33;8;42;3;24;36;30;7;21;21;32;22;34;22;38;26;23;43;3;18;16;29;32;11;5;12;29
402,8;5;31;1;8;43;38;38;34;9;10;18;21;4;41;24;40;41;28;16;7;32;11;11;17;10;41;18;36;2;10;25;10;42;14;0;14;44;3;1;24;6;1;9;30
403,28;0;11;41;44;28;40;20;11;28;42;36;11;11;18;43;22;14;37;4;43;14;32;31;16;1;29;33;24;12;14;12;33;43;31;29;25;20;33;42;0;3;7;10;22
404,15;34;0;42;44;36;40;3;28;27;43;20;14;17;21;33;29;38;14;34;40;1;27;32;7;1;2;12;17;16;27;19;10;29;16;25;19;25;12;29;20;32;3;24;4
405,44;2;27;10;40;2;44;34;21;26;34;30;18;7;4;41;32;29;34;42;26;33;35;43;17;10;1;14;28;38;30;3;12;43;18;9;32;12;2;35;5;5;6;27;37
406,42;35;34;2;8;10;35;21;4;19;16;5;42;14;5;26;16;37;32;37;35;16;11;4;37;43;44;11;5;16;18;22;6;1;13;23;5;3;11;30;21;42;22;40;31
407,40;0;26;32;26;18;24;10;24;17;32;18;29;22;16;18;30;29;21;8;33;39;7;41;40;7;27;37;8;29;26;14;37;37;35;9;0;1;12;0;42;42;5;24;3
408,2;11;29;43;37;30;13;13;42;16;26;40;3;42;37;6;27;36;28;0;10;17;0;37;6;1;1;26;8;31;5;7;34;4;23;8;29;21;40;1;9;25;15;6;17
409,32;3;33;16;5;2;4;44;17;11;4;9;26;26;34;29;24;19;3;42;11;33;40;15;30;6;2;20;5;28;20;30;44;33;44;6;20;4;32;22;42;38;23;10;13
410,11;36;11;22;3;2;16;10;44;37;43;13;0;22;0;0;11;25;24;32;23;31;15;3;18;10;16;20;6;15;11;2;37;32;18;11;2;15;41;3;29;36;8;9;44
411,42;1;34;19;34;1;35;32;18;15;1;16;29;6;31;42;20;17;43;36;9;28;16;3;1;38;14;26;5;5;37;25;19;22;11;6;35;2;28;11;14;1;0;14;9
412,12;3;17;38;19;14;17;7;4;12;16;9;35;12;30;2;5;8;23;14;33;9;7;2;42;29;9;16;30;42;16;25;14;13;38;42;15;7;2;6;0;40;30;5;33
413,29;40;11;37;43;17;25;36;39;14;7;0;40;0;1;41;13;22;27;22;38;13;4;25;4;14;32;42;12;22;15;32;24;22;6;39;23;43;31;20;0;20;23;16;27
414,44;22;39;11;13;13;17;43;34;20;25;13;6;19;16;42;9;28;29;43;0;38;7;13;6;38;32;25;23;25;5;43;21;3;41;7;2;3;8;12;35;7;4;1;35
415,39;12;9;36;14;28;42;31;26;44;36;40;16;13;4;8;44;30;9;22;43;21;28;38;32;7;28;23;11;34;0;42;30;7;5;32;16;39;17;20;23;9;37;2;11
416,27;10;5;12;4;17;18;44;39;3;38;34;21;30;15;28;3;14;9;33;41;22;22;20;12;11;3;28;20;20;42;9;44;27;10;33;12;9;17;21;37;26;34;43;1
417,42;5;8;12;39;13;22;42;20;15;27;13;0;13;13;10;15;27;13;23;14;25;30;8;1;33;38;39;3;21;28;4;2;40;29;6;34;23;35;1;21;18;40;26;30
418,29;36;40;15;25;22;13;10;2;42;19;9;23;27;20;15;18;19;4;15;39;8;40;27;16;18;33;6;14;39;15;13;4;23;40;11;17;12;26;34;27;38;19;38;32
419,26;40;23;4;8;40;12;43;5;43;4;28;24;6;19;25;11;18;33;25;20;33;30;19;31;5;20;29;11;39;1;19;8;42;28;32;42;7;42;34;41;33;1;30;13
420,9;12;10;21;35;10;12;25;34;24;22;43;6;22;41;36;26;13;27;19;38;41;29;38;33;36;32;6;6;6;38;13;29;35;33;19;29;35;14;33;36;29;29;26;8
421,8;42;18;24;20;2;29;30;2;39;32;29;4;16;33;40;33;18;9;31;9;24;34;14;19;6;29;42;30;31;11;15;16;35;41;32;35;30;14;44;37;31;15;2;3
422,6;3;29;9;8;43;24;37;29;27;35;12;4;7;24;0;26;5;30;5;10;39;34;24;9;9;5;4;18;6;36;33;11;16;11;36;14;33;21;44;24;22;38;37;6
423,12;19;44;14;1;33;40;41;19;9;21;8;10;5;31;3;35;22;26;28;17;34;28;40;43;17;26;44;15;17;0;27;6;41;34;31;13;13;0;23;37;9;37;39;30
424,32;21;34;10;39;26;25;39;33;15;36;24;3;32;25;37;20;44;21;12;11;39;19;0;26;1;28;30;5;43;18;22;0;23;17;31;13;23;21;27;21;22;25;35;23
425,1;36;28;10;23;21;37;23;37;31;9;34;19;22;21;1;35;0;6;29;8;17;11;24;2;10;25;41;36;5;22;21;18;38;8;44;17;11;20;18;17;30;39;29;19
426,36;20;38;29;32;19;44;27;28;4;0;13;44;41;22;18;8;0;13;24;37;7;11;27;32;30;42;20;22;13;12;14;36;13;15;41;37;42;9;20;22;42;44;6;15
427,27;1;44;41;0;32;3;35;20;35;34;30;8;14;4;35;35;36;37;38;40;8;8;44;15;14;39;29;36;5;27;12;15;37;3;30;27;31;43;19;41;30;0;14;1
428,32;1;22;26;26;11;8;13;29;6;12;25;34;10;25;23;5;22;14;28;9;15;15;43;24;32;23;0;41;16;39;34;1;3;39;4;3;27;8;40;16;32;27;22;35
429,7;1;19;13;25;35;44;6;41;8;0;13;16;37;28;38;0;12;31;24;4;5;29;30;31;43;21;27;44;19;18;23;44;38;12;2;37;9;24;38;21;1;13;8;35
430,43;26;16;41;23;38;7;26;27;28;22;39;1;33;12;44;9;36;23;41;10;3;10;13;32;6;41;18;16;35;35;2;14;38;7;6;21;19;18;41;7;0;44;43;32
431,34;11;21;33;23;40;7;22;31;30;33;3;11;31;39;22;41;2;18;34;11;0;22;7;6;26;30;30;31;39;22;12;16;37;44;21;44;28;29;0;37;14;34;33;3
432,27;34;16;36;27;37;2;11;16;40;5;42;29;21;37;14;40;37;20;14;20;19;22;29;38;12;2;6;3;12;25;39;33;4;10;20;30;8;42;1;27;21;31;43;35
433,1;19;21;27;26;24;5;7;31;23;3;30;9;16;13;43;29;9;33;2;16;25;28;31;16;31;28;8;24;38;18;11;9;15;0;23;9;30;19;12;1;5;33;36;10
434,9;8;35;43;13;19;30;38;13;32;16;2;27;5;28;9;15;34;20;17;22;2;0;30;8;44;6;12;18;36;22;6;31;31;36;27;10;21;4;23;35;39;1;42;28
435,36;6;39;16;40;30;31;32;32;14;25;3;20;39;26;12;16;2;13;6;42;5;6;15;4;11;42;31;16;36;0;33;36;25;10;12;13;32;5;25;40;19;39;42;31
436,17;38;44;17;41;33;23;9;18;35;6;31;10;0;41;20;7;24;12;11;31;29;10;13;20;19;20;12;4;12;21;7;24;5;40;24;3;5;9;43;31;33;24;17;20
437,20;13;11;35;13;6;25;20;4;2;43;6;22;40;37;13;22;21;36;44;36;14;40;4;2;42;12;37;29;5;24;27;23;0;8;0;39;24;44;15;6;26;14;24;6
438,21;40;28;17;29;37;12;7;25;3;28;28;2;23;38;33;22;40;37;2;43;43;4;38;35;3;4;5;3;38;43;33;34;22;33;14;38;10;6;30;6;7;34;38;4
439,22;11;37;10;41;23;39;22;14;24;29;2;28;33;19;8;19;3;41;20;17;27;17;1;18;5;26;10;5;6;13;6;2;5;21;42;30;1;0;4;44;42;9;40;6
440,25;16;23;8;32;1;29;26;5;8;19;42;15;36;38;11;8;11;32;22;8;35;37;28;37;25;10;23;7;42;2;29;14;7;29;28;17;40;38;6;38;35;42;2;31
441,11;32;22;27;5;17;30;30;42;10;29;20;19;4;0;8;26;31;26;30;16;32;11;3;23;14;2;28;28;5;23;2;27;24;20;16;41;35;0;36;1;39;34;14;38
442,25;14;30;0;39;35;27;24;40;30;33;44;20;1;35;24;10;15;7;20;5;37;27;17;21;33;7;25;9;18;17;10;41;40;33;6;13;4;24;7;11;31;4;7;1
443,28;4;38;13;41;33;0;11;13;32;3;29;14;12;13;44;31;21;14;12;38;18;27;14;44;8;34;8;1;21;28;0;11;33;13;42;23;4;4;18;37;6;8;9;30
444,31;32;17;22;33;9;3;33;41;22;6;26;17;32;12;5;36;4;9;23;5;9;9;5;17;13;3;42;30;10;33;31;19;22;37;8;13;42;32;40;39;23;39;30;11
445,17;30;0;37;44;36;43;21;10;33;15;3;18;14;33;28;16;29;29;34;23;13;8;24;35;0;20;4;4;20;0;6;34;5;34;43;15;39;9;8;39;4;9;6;0
446,6;27;24;16;38;29;39;4;44;13;16;9;41;16;39;1;42;15;4;34;33;10;20;30;10;23;27;34;25;11;2;1;21;15;22;1;11;4;37;24;4;14;44;27;35
447,3;7;21;30;26;9;6;14;23;35;23;21;36;11;9;12;23;7;4;34;18;36;10;1;40;12;21;14;23;33;3;10;29;39;38;22;0;17;23;38;24;40;13;0;3
448,42;2;44;38;32;25;11;2;18;42;20;35;40;40;3;10;34;20;22;43;42;15;18;5;23;32;21;27;32;16;34;18;21;43;8;32;33;21;6;10;0;2;24;28;22
449,18;26;40;6;9;35;17;4;3;6;29;27;8;17;8;3;8;31;8;30;9;22;23;35;8;37;39;28;2;27;20;7;35;22;6;17;28;41;22;0;25;9;0;19;14
450,9;41;43;16;9;0;13;25;5;26;12;37;9;29;26;6;33;16;5;31;37;30;18;35;43;24;32;37;14;21;17;38;42;3;37;27;9;28;25;0;22;9;32;44;9
451,43;36;28;36;15;42;39;39;41;30;21;40;9;38;7;12;15;0;18;37;14;33;29;11;2;0;27;30;32;19;25;21;31;6;42;13;33;43;23;2;12;42;25;20;13
452,8;3;22;6;20;23;27;8;9;27;38;31;16;15;32;16;16;37;33;14;36;34;19;8;18;9;6;43;2;32;20;36;18;28;18;3;31;29;0;1;12;23;38;2;18
