bootstrap_id,sampled_year_indices
906,31;24;14;14;33;2;0;8;34;17;30;3;13;26;26;4;15;35;6;41;44;37;16;14;38;14;34;33;21;43;11;32;14;8;22;34;4;23;16;42;38;42;14;27;15
907,39;4;25;26;10;2;4;10;7;9;5;4;26;42;27;43;32;1;17;31;26;13;37;38;44;30;32;38;36;36;33;5;1;31;39;21;3;19;4;28;17;13;11;17;38
908,35;42;0;10;9;38;22;16;13;6;26;21;34;18;25;13;5;11;23;36;20;0;29;4;14;43;5;30;10;13;11;40;14;40;1;44;16;42;39;42;20;10;20;24;38
909,25;16;19;24;1;25;17;21;44;33;30;23;7;24;29;9;21;41;31;22;27;25;9;42;39;41;1;14;43;36;16;33;26;30;9;15;16;43;5;8;42;13;28;42;22
910,43;44;2;14;4;35;44;33;24;32;23;13;7;14;29;29;34;26;4;16;1;32;43;17;10;9;3;31;18;14;3;4;14;24;3;43;1;8;3;8;15;35;22;11;21
911,12;9;38;33;3;6;24;34;24;35;7;28;15;32;5;7;38;19;19;25;41;30;3;13;18;15;0;1;33;23;34;36;40;3;27;43;29;29;26;34;34;20;12;27;10
912,4;41;9;26;28;27;28;29;28;31;41;26;35;2;29;3;13;26;8;6;33;27;1;15;4;44;1;31;36;44;25;22;3;1;17;19;17;22;6;5;19;40;32;28;1
913,13;17;10;36;13;42;10;42;24;11;18;11;25;43;4;33;43;40;19;17;43;44;14;30;21;16;12;3;34;15;31;35;12;9;40;10;34;33;25;30;42;16;40;40;33
914,10;13;40;12;5;31;31;0;22;16;17;12;33;5;4;28;3;2;34;43;39;24;13;14;8;42;17;4;20;40;38;10;17;36;19;13;26;36;3;39;8;5;16;36;7
915,2;34;38;38;33;2;21;6;20;21;8;11;8;28;9;43;29;18;20;12;25;38;30;42;3;18;10;33;36;20;43;42;35;18;37;26;34;30;39;35;24;31;10;0;27
916,0;3;26;26;17;15;19;2;32;28;4;23;42;28;41;28;8;23;34;9;34;5;32;31;1;23;26;32;42;41;19;16;25;6;13;32;16;8;26;14;43;21;29;42;34
917,22;28;28;16;2;18;2;1;37;30;19;14;41;2;27;41;43;0;23;23;5;0;12;31;32;41;9;29;0;27;32;1;37;13;14;32;18;19;36;3;25;3;33;13;43
918,40;2;20;44;10;10;10;22;37;0;24;12;0;5;1;10;7;39;4;43;27;44;13;43;38;1;26;27;42;36;42;10;11;7;14;0;25;15;7;28;4;31;19;34;21
919,13;5;38;22;30;19;3;18;5;23;35;5;27;34;28;10;44;22;11;17;22;23;39;18;34;17;8;0;4;43;6;17;9;33;23;41;6;38;29;39;41;37;32;5;16
920,5;9;34;30;5;41;24;1;3;18;14;4;22;11;14;17;39;12;32;33;35;8;32;11;23;2;22;21;23;33;6;8;22;22;38;41;32;21;24;13;17;17;28;20;36
921,34;11;22;19;18;15;0;32;2;5;2;21;25;21;10;10;42;16;44;30;5;28;8;16;44;0;44;11;10;22;18;27;5;31;34;2;28;8;10;41;32;40;38;12;40
922,18;17;19;21;19;37;18;39;36;20;23;41;35;33;21;16;38;26;27;23;15;28;27;8;19;11;24;22;15;16;0;23;16;32;41;10;28;8;35;8;41;7;0;41;4
923,39;14;35;20;28;22;5;0;0;24;2;14;44;29;1;5;44;22;20;23;1;40;35;27;4;21;0;22;44;17;4;41;25;31;41;18;18;40;15;3;43;20;13;22;29
924,16;21;32;25;0;8;7;11;41;27;24;39;32;44;20;0;10;40;25;4;29;6;2;22;5;10;21;32;5;6;43;20;43;14;5;44;3;7;37;14;41;20;31;38;6
925,11;28;1;12;4;38;21;37;8;26;5;43;42;10;12;38;13;27;7;25;32;32;4;17;44;34;38;41;32;44;8;24;38;16;5;26;40;13;25;40;20;39;2;28;38
926,39;13;22;34;5;1;29;12;19;44;24;8;6;4;19;23;15;32;44;20;42;11;2;20;41;29;43;27;18;0;17;10;14;10;24;19;12;43;22;42;9;36;19;35;11
927,32;14;43;26;28;7;2;32;30;33;33;11;18;12;24;3;30;37;33;36;37;28;6;4;42;20;4;42;43;20;11;14;19;15;33;35;6;26;17;28;4;36;35;14;7
928,28;23;19;35;30;44;33;9;6;34;11;31;18;14;32;34;4;23;25;34;10;23;41;24;22;34;31;27;37;42;1;32;31;37;13;23;32;28;28;38;22;38;36;15;25
929,9;29;16;22;10;37;30;10;27;16;31;1;0;6;21;32;19;10;6;40;22;8;6;38;2;8;16;21;17;14;43;10;26;1;41;11;15;39;29;6;26;36;11;24;16
930,13;23;13;23;23;25;12;0;11;4;15;1;40;36;34;30;10;26;27;0;31;15;30;32;22;10;41;5;10;27;0;32;16;43;16;20;26;21;35;21;26;23;22;18;0
931,8;28;8;10;0;25;28;20;32;5;14;8;20;10;1;14;37;39;2;36;28;25;25;32;16;27;32;21;12;29;24;35;20;39;43;16;11;25;17;32;24;20;23;5;6
932,3;19;20;23;43;37;5;30;11;12;18;10;3;30;7;27;32;7;40;32;13;21;38;0;16;20;30;10;37;37;29;32;0;28;19;10;6;32;1;29;39;17;7;16;9
933,17;27;13;26;8;4;29;22;35;23;17;12;4;38;27;18;24;32;36;0;24;35;34;26;15;30;0;32;28;9;13;16;8;41;26;9;27;17;15;10;37;0;4;9;21
934,21;36;1;16;29;18;27;12;8;21;40;1;37;5;3;14;7;28;31;38;37;27;15;17;13;14;14;28;29;24;19;14;2;37;7;23;43;21;12;11;9;37;6;35;35
935,26;1;16;37;30;38;28;19;28;24;2;41;24;1;27;41;27;10;14;13;21;33;0;15;41;37;5;19;7;29;30;25;28;14;29;5;20;41;11;29;12;36;29;31;1
936,18;12;35;19;24;36;18;32;13;8;37;12;24;21;6;15;8;22;44;17;7;39;30;32;8;44;10;14;22;20;21;35;43;19;25;41;4;43;39;30;38;12;43;12;10
937,21;16;21;4;17;25;6;10;44;20;16;24;41;14;4;37;29;12;41;6;41;43;11;29;30;42;19;2;29;11;11;5;6;29;11;38;2;1;7;12;33;3;38;25;34
938,25;2;26;5;40;34;30;43;32;30;1;0;6;19;10;22;13;10;21;17;27;30;18;9;29;27;41;32;16;10;8;20;10;39;37;14;13;0;24;19;35;8;31;30;4
939,2;33;5;4;25;19;19;1;30;22;28;25;35;26;7;1;20;20;33;0;9;18;33;37;31;0;11;24;31;10;43;10;27;23;18;6;13;33;0;29;7;43;44;19;1
940,17;10;8;7;32;17;9;21;34;41;14;19;20;19;30;19;34;33;1;20;10;14;1;9;26;40;15;5;24;7;3;39;15;28;4;2;43;39;16;21;44;37;33;31;29
941,0;29;26;23;41;34;42;11;41;7;39;26;40;7;19;44;41;33;23;40;32;14;40;7;14;35;27;20;2;5;33;26;27;38;8;38;28;26;29;36;33;43;0;14;44
942,21;42;29;13;26;13;34;22;18;35;11;0;34;44;22;43;15;5;28;6;13;24;42;40;8;40;32;38;4;37;10;20;6;34;16;39;15;13;20;18;14;44;6;3;36
943,33;29;14;43;22;26;0;7;27;11;8;39;43;43;4;26;43;5;4;40;9;35;20;26;23;41;33;8;26;3;15;44;27;28;28;41;38;27;22;6;8;2;40;29;8
944,5;11;23;42;21;28;30;40;18;43;12;29;25;18;38;21;16;2;11;4;35;31;42;31;20;30;29;42;11;28;5;16;17;31;39;2;0;25;41;28;38;35;34;14;16
945,38;31;5;19;31;43;10;28;7;5;13;39;41;43;22;10;33;12;9;1;15;25;41;15;2;11;15;18;28;26;9;0;13;32;13;0;21;11;32;37;18;30;30;28;10
946,39;16;42;14;1;43;35;26;1;5;38;29;2;43;31;3;10;20;16;42;32;18;3;18;15;31;43;38;7;13;36;3;8;34;26;18;23;39;26;24;22;25;3;11;36
947,9;31;28;5;0;10;32;44;26;43;34;2;33;39;8;9;15;26;27;28;12;42;7;40;1;15;21;17;23;0;28;8;28;0;27;14;37;35;13;31;19;4;24;34;5
948,1;15;6;27;32;8;16;17;44;13;4;31;39;27;30;2;7;9;5;5;12;33;7;6;0;34;44;25;32;34;14;21;39;32;33;0;4;13;37;21;8;23;18;11;8
949,37;14;35;7;44;4;18;17;38;32;30;43;44;37;7;3;15;32;44;25;28;22;25;32;17;10;19;38;28;43;21;27;30;26;16;11;14;24;15;3;21;36;34;27;29
950,37;39;24;3;15;41;33;18;22;30;34;36;25;11;30;16;43;14;32;37;10;40;5;25;23;36;1;37;6;19;36;5;15;18;44;1;27;22;40;0;32;8;31;31;26
951,27;1;12;18;31;10;33;41;1;26;32;32;25;5;3;38;13;25;23;40;3;6;17;36;36;18;8;14;30;41;43;22;38;38;40;18;35;18;9;10;30;3;2;2;10
952,43;37;38;17;40;27;14;39;15;5;38;2;40;2;37;26;28;17;10;33;41;13;17;31;8;35;33;10;34;7;12;14;2;9;39;31;29;29;19;37;25;18;38;9;0
953,20;27;37;19;37;30;9;38;7;2;15;35;44;40;15;40;34;12;3;40;26;35;33;28;25;15;43;18;6;35;7;39;7;28;37;20;4;7;27;30;19;34;5;18;18
954,13;34;30;23;16;21;37;29;40;8;38;38;19;7;25;41;35;1;17;42;43;1;19;43;1;0;29;3;0;16;24;11;8;21;24;18;2;16;22;18;5;19;41;20;17
955,43;12;22;22;38;32;35;10;16;17;21;41;8;35;16;32;0;4;30;8;28;4;34;15;10;14;25;38;44;11;42;3;23;39;27;2;3;19;13;23;29;7;15;20;40
956,33;18;0;15;2;25;16;22;30;27;42;22;20;37;2;28;19;3;7;13;43;36;12;12;7;43;10;27;42;0;9;32;15;38;41;19;2;1;27;22;0;3;37;29;39
957,44;21;18;2;3;40;42;27;22;7;32;11;2;38;28;21;35;16;22;39;14;19;32;9;35;36;27;39;3;35;6;13;24;23;28;0;20;16;32;11;23;29;8;23;43
958,27;44;0;42;31;5;34;28;11;24;41;5;14;32;39;15;29;24;26;1;28;19;37;31;3;18;17;12;10;31;26;26;42;2;7;26;16;7;28;42;34;22;18;37;24
959,41;17;42;17;35;4;35;17;38;9;5;11;43;29;9;40;20;38;17;9;29;18;16;29;33;20;0;33;36;28;34;35;42;24;1;11;0;34;29;4;33;21;38;28;40
960,3;37;36;44;18;38;35;10;43;22;31;6;28;15;38;18;30;44;5;30;39;30;22;9;35;41;12;9;17;23;22;28;24;22;19;32;10;39;36;2;40;42;18;34;20
961,40;30;32;19;0;35;40;29;6;32;1;40;35;23;41;10;6;24;25;8;36;19;17;0;21;12;32;23;21;8;36;40;5;39;27;2;6;29;30;28;14;32;3;23;5
962,5;27;29;42;7;15;6;10;0;26;15;18;42;20;44;14;12;31;29;21;40;27;19;20;11;18;12;26;40;28;9;14;20;27;21;15;21;30;9;44;24;38;5;42;8
963,34;40;24;8;34;29;20;3;35;42;39;41;41;38;26;38;44;44;10;23;12;26;34;30;0;18;35;33;26;10;12;42;19;29;15;37;30;43;0;3;0;7;2;7;25
964,23;25;14;27;44;43;19;35;6;7;34;33;40;4;0;34;21;19;18;41;1;21;33;9;39;35;13;17;6;18;26;6;11;38;20;10;17;17;2;18;11;27;8;4;13
965,22;14;13;23;3;3;9;32;43;41;36;13;28;41;41;15;9;32;6;38;17;42;43;1;14;28;8;23;28;1;15;10;25;10;24;9;39;22;27;25;27;22;19;24;43
966,31;42;15;35;15;9;16;33;17;37;11;42;5;7;10;24;18;39;0;29;28;44;19;4;15;38;19;37;27;36;26;3;5;4;12;25;37;24;41;35;23;26;43;0;16
967,8;33;22;8;22;42;12;29;43;10;44;31;6;39;1;1;39;27;16;16;1;36;12;4;20;27;32;34;18;27;14;38;33;40;9;41;14;24;18;7;23;18;13;38;2
968,20;4;44;21;0;39;14;6;34;14;21;1;28;33;35;26;39;44;37;4;22;15;7;36;41;4;0;15;21;10;34;32;20;35;34;23;0;43;9;35;21;36;34;21;6
969,3;10;2;25;7;3;41;17;11;18;33;33;44;26;21;28;11;14;15;1;16;23;30;36;44;41;9;10;37;5;15;24;15;1;6;4;18;7;43;27;32;15;29;30;3
970,5;3;7;3;0;27;14;18;16;29;5;42;28;24;25;40;33;15;10;30;35;5;44;10;32;37;4;18;19;9;8;11;33;5;21;19;13;44;4;22;30;34;37;30;2
971,27;2;43;39;11;11;37;31;36;1;5;5;11;24;31;40;39;32;10;35;36;6;3;13;36;14;39;11;34;23;40;26;5;34;25;23;43;23;36;33;7;26;26;34;34
972,14;10;36;43;10;2;12;21;0;20;39;41;8;10;16;4;27;41;11;41;19;31;0;17;44;20;21;34;15;25;21;42;11;12;17;15;29;37;3;2;13;2;3;28;28
973,5;32;0;42;44;1;15;39;25;11;15;3;39;27;25;41;31;31;13;8;27;15;29;27;41;40;11;9;6;14;16;36;44;41;2;30;10;32;12;15;20;20;36;10;22
974,29;0;3;38;39;39;23;32;31;39;21;28;13;20;3;11;9;33;5;31;24;9;11;2;10;33;17;4;34;4;43;22;4;0;13;23;30;22;7;19;16;6;30;34;8
975,20;34;27;11;26;39;41;2;19;12;19;12;1;26;14;34;14;7;12;23;27;1;10;27;6;19;22;2;8;28;40;35;41;23;35;41;19;5;14;14;0;44;28;39;34
976,43;42;8;32;26;15;16;2;3;20;17;9;16;11;16;7;6;30;16;44;23;3;33;30;20;35;39;20;2;14;23;35;23;9;13;19;32;16;3;39;0;2;30;34;3
977,9;3;7;37;12;19;28;14;19;25;28;2;1;29;26;25;19;7;39;40;28;10;30;43;1;36;21;43;2;38;5;39;7;10;42;33;39;11;6;44;42;32;42;38;13
978,13;15;19;44;3;21;21;32;34;24;40;1;29;18;32;11;36;43;17;25;34;29;41;6;2;19;0;24;6;15;7;34;1;42;41;6;5;30;11;16;30;8;13;8;34
979,19;33;29;39;22;29;20;38;8;26;16;22;41;17;27;21;22;24;29;18;8;14;15;22;44;18;20;1;5;40;5;24;14;33;17;17;8;40;22;3;42;7;15;1;0
980,22;43;34;26;43;27;32;23;12;18;12;34;44;26;9;10;20;9;12;4;12;30;15;29;27;26;25;34;12;6;43;3;24;5;0;37;36;32;35;37;3;19;17;44;7
981,24;11;42;26;32;26;31;22;24;31;39;35;8;4;19;11;14;36;32;6;27;40;7;34;22;2;10;30;34;1;12;22;36;27;16;10;5;12;26;24;26;10;40;15;17
982,44;13;34;29;16;15;17;14;33;38;30;8;21;42;34;13;11;44;9;44;2;13;3;44;43;19;31;32;25;11;37;12;27;26;17;14;28;19;20;4;42;6;21;42;25
983,18;35;24;1;1;43;18;21;16;8;6;5;2;38;23;35;11;34;18;26;44;19;4;13;7;39;14;13;26;9;26;31;41;13;29;42;2;20;39;27;35;30;31;39;20
984,34;40;15;20;18;13;37;44;23;12;28;9;1;1;7;12;35;16;2;39;0;41;27;42;1;20;6;21;15;38;16;16;16;4;8;2;8;14;36;3;15;21;36;4;24
985,28;40;17;16;33;1;18;36;43;18;17;34;0;38;7;24;25;42;44;16;8;17;6;11;4;11;14;24;8;18;42;22;33;15;36;44;36;7;35;17;24;9;41;31;14
986,15;19;11;20;1;29;11;2;25;8;24;35;39;21;23;37;34;37;34;16;3;3;23;8;44;3;36;25;19;33;25;32;28;35;26;44;3;0;11;21;24;5;4;30;23
987,16;2;16;44;39;38;21;41;17;12;43;7;32;3;12;32;1;38;43;41;42;9;18;32;31;27;28;5;3;37;23;36;44;21;44;41;21;25;15;6;32;28;0;37;0
988,19;3;2;29;4;33;4;40;5;34;37;42;17;10;11;19;42;0;19;27;17;18;29;1;11;3;5;5;24;42;13;9;26;16;24;13;4;33;18;28;13;10;15;0;34
989,15;22;40;28;5;20;10;14;31;35;4;5;33;44;13;4;2;35;40;20;22;22;25;11;7;20;29;23;0;26;13;19;37;37;16;42;34;38;1;31;32;32;3;17;44
990,36;36;0;9;41;25;42;21;28;6;21;30;30;8;20;42;13;20;27;26;29;23;5;30;31;23;44;22;18;22;30;14;20;35;21;25;8;30;6;16;16;20;27;28;32
991,41;32;21;14;29;35;25;38;15;34;6;39;29;2;36;19;26;35;22;20;42;6;36;40;3;5;4;41;33;34;2;34;10;19;1;8;38;7;11;43;18;42;37;36;4
992,38;14;16;22;1;28;13;9;18;1;10;23;36;28;28;27;16;19;34;25;35;8;13;37;24;3;6;27;33;40;30;21;8;35;30;31;20;41;12;18;7;23;13;14;12
993,10;40;13;7;32;28;33;37;39;15;4;5;12;10;34;42;33;40;7;26;16;35;38;8;40;3;10;33;5;30;18;5;10;23;2;40;4;20;9;26;34;12;38;11;21
994,23;14;27;39;32;34;33;4;14;34;13;40;35;25;23;31;16;21;31;13;24;11;24;41;8;16;16;30;12;19;41;25;28;15;34;9;8;20;4;28;39;5;10;9;7
995,28;20;40;25;4;35;39;13;32;5;36;28;35;35;28;17;12;25;2;22;16;17;43;27;35;33;10;30;33;8;21;8;11;14;24;21;28;1;3;28;42;35;31;20;28
996,19;31;2;44;2;5;25;24;8;16;1;15;27;0;16;11;15;32;37;36;24;9;8;16;29;42;16;31;17;0;0;5;39;37;2;12;6;9;2;28;13;18;21;16;40
997,10;33;40;26;39;44;38;0;7;30;5;37;4;42;18;6;25;33;42;34;32;20;21;32;31;12;1;5;42;1;0;11;24;34;34;15;12;7;19;10;15;5;0;8;29
998,30;14;15;38;2;32;25;14;15;28;30;6;13;12;41;33;26;34;43;27;8;2;16;44;21;1;16;44;7;13;14;0;19;38;30;39;0;41;36;44;37;3;30;39;22
999,6;0;8;22;1;28;4;23;3;37;13;4;15;42;10;1;23;25;35;44;40;28;19;27;26;7;9;43;23;19;21;35;32;23;43;19;29;30;38;44;39;4;11;12;9
