field,region_scheme,region_id,region_label,lat_min,lat_max,lon_min,lon_max,n_grid_cells,bootstrap_eligible,region_construction_note,n_cells,transition_norm,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,departure90,departure95,t10,t25,t50,t75,peak_raw,peak_smooth3,duration_25_75,tail_50_75,early_span_25_50,n_crossings_025,n_crossings_050,n_crossings_075,progress_monotonicity_corr
Jw,raw_latband,Jw_lat_056,lat_39.000,39.0,39.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,5.273475062673251,0.4465536745002817,0.33683649834498597,6.731607371994502,clear_separation,37.0,37.0,37.0,39.0,46.0,49.0,49.0,38.0,10.0,3.0,7.0,1,1,1,0.9782154162785044
Jw,raw_latband,Jw_lat_057,lat_39.250,39.25,39.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,4.985830793994606,0.4458623012565589,0.3317637030518482,6.411605021399492,clear_separation,37.0,37.0,37.0,39.0,46.0,50.0,49.0,49.0,11.0,4.0,7.0,1,1,1,0.9776485653016889
Jw,raw_latband,Jw_lat_058,lat_39.500,39.5,39.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,4.684249396110329,0.44489191208491746,0.3242827051407969,6.0899687680875925,clear_separation,37.0,37.0,37.0,39.0,47.0,50.0,49.0,49.0,11.0,3.0,8.0,1,1,1,0.9765515868246863
Jw,raw_latband,Jw_lat_059,lat_39.750,39.75,39.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,4.364518892687685,0.44276121082376774,0.31684833343871754,5.745739933962063,clear_separation,37.0,37.0,37.0,38.0,47.0,50.0,49.0,49.0,12.0,3.0,9.0,1,1,1,0.974618741224703
Jw,raw_latband,Jw_lat_060,lat_40.000,40.0,40.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,4.029848393156707,0.4385226836031806,0.30968829147635035,5.385978724421083,clear_separation,37.0,37.0,37.0,38.0,47.0,50.0,49.0,49.0,12.0,3.0,9.0,1,1,1,0.9715665557413656
Jw,raw_latband,Jw_lat_061,lat_40.250,40.25,40.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,3.687544942375421,0.43190684610343333,0.3019978056837219,5.024555892098189,clear_separation,37.0,37.0,37.0,38.0,48.0,50.0,49.0,49.0,12.0,2.0,10.0,1,1,1,0.9670216483487516
Jw,raw_latband,Jw_lat_062,lat_40.500,40.5,40.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,3.3369076893333873,0.42270300607740663,0.293373854770788,4.659985361600447,clear_separation,37.0,37.0,36.0,38.0,48.0,50.0,49.0,49.0,12.0,2.0,10.0,1,1,1,0.9601965773099037
Jw,raw_latband,Jw_lat_063,lat_40.750,40.75,40.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.9799492561748275,0.41082683969552997,0.28332598635796113,4.292929660917629,clear_separation,37.0,37.0,36.0,38.0,48.0,50.0,49.0,49.0,12.0,2.0,10.0,3,1,1,0.9495919977335616
Jw,raw_latband,Jw_lat_064,lat_41.000,41.0,41.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.62400157288804,0.39640811575933366,0.27176742647440827,3.9271140696288893,clear_separation,37.0,37.0,36.0,38.0,49.0,51.0,49.0,49.0,13.0,2.0,11.0,3,1,1,0.9327576144945271
Jw,raw_latband,Jw_lat_065,lat_41.250,41.25,41.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.2734157409331033,0.37948477422358673,0.25906374626633755,3.5602865999733777,clear_separation,37.0,37.0,36.0,37.0,49.0,51.0,49.0,49.0,14.0,2.0,12.0,3,1,1,0.9058926526208657
Jw,raw_latband,Jw_lat_066,lat_41.500,41.5,41.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.9330488502085788,0.36044274262684717,0.24566242861659643,3.1892960857648998,clear_separation,37.0,37.0,36.0,37.0,49.0,51.0,49.0,50.0,14.0,2.0,12.0,3,1,1,0.8644038735289836
Jw,raw_latband,Jw_lat_067,lat_41.750,41.75,41.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.6109034698720457,0.34020941826759066,0.232499367389603,2.8127793919269197,clear_separation,37.0,37.0,36.0,37.0,50.0,51.0,49.0,50.0,14.0,1.0,13.0,3,1,1,0.8275246167491442
Jw,raw_latband,Jw_lat_068,lat_42.000,42.0,42.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.3166965578051957,0.3193455237343995,0.22028364909980214,2.4400025500655134,clear_separation,37.0,37.0,36.0,37.0,50.0,52.0,49.0,50.0,15.0,2.0,13.0,3,1,1,0.8089194336664901
Jw,raw_latband,Jw_lat_069,lat_42.250,42.25,42.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.0736288966163805,0.2978983982682798,0.20891970038034285,2.118371264718248,clear_separation,37.0,37.0,36.0,38.0,51.0,52.0,49.0,50.0,14.0,1.0,13.0,3,1,1,0.8076869581012943
Jw,raw_latband,Jw_lat_070,lat_42.500,42.5,42.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,0.9183916983606486,0.2761978229785005,0.1990574186937272,1.932417820641401,clear_separation,37.0,49.0,49.0,50.0,51.0,52.0,49.0,50.0,2.0,1.0,1.0,1,1,1,0.8244961402571612
Jw,raw_latband,Jw_lat_071,lat_42.750,42.75,42.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,0.872960441339395,0.2549754950551929,0.19204722439523414,1.9528323804495191,clear_separation,45.0,45.0,47.0,49.0,51.0,52.0,51.0,52.0,3.0,1.0,2.0,1,1,1,0.8709280069945006
Jw,raw_latband,Jw_lat_072,lat_43.000,43.0,43.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,0.9477377712251741,0.23453426172208833,0.18709838607576448,2.247780802020712,clear_separation,42.0,42.0,30.0,42.0,45.0,53.0,42.0,42.0,11.0,8.0,3.0,1,1,1,0.9383867081834216
Jw,raw_latband,Jw_lat_073,lat_43.250,43.25,43.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.106420527392963,0.21521656391161767,0.18270451116606626,2.780502458124297,clear_separation,41.0,41.0,30.0,41.0,42.0,44.0,42.0,42.0,3.0,2.0,1.0,1,1,3,0.8843695232508239
Jw,raw_latband,Jw_lat_074,lat_43.500,43.5,43.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.2903714843294676,0.1978442502501578,0.17905021111987357,3.4236944730864414,clear_separation,40.0,41.0,40.0,41.0,42.0,43.0,42.0,42.0,2.0,1.0,1.0,1,1,1,0.8661556293359909
Jw,raw_latband,Jw_lat_075,lat_43.750,43.75,43.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.4816707286103004,0.18321569257799453,0.17757732317388392,4.106705684206655,clear_separation,40.0,40.0,40.0,41.0,42.0,43.0,42.0,42.0,2.0,1.0,1.0,1,1,1,0.8636287943108457
Jw,raw_latband,Jw_lat_076,lat_44.000,44.0,44.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.6767506373773453,0.17317100332214114,0.17975762628710884,4.750962366622917,clear_separation,39.0,39.0,39.0,40.0,42.0,43.0,42.0,42.0,3.0,1.0,2.0,1,1,1,0.8668488651526064
Jw,raw_latband,Jw_lat_077,lat_44.250,44.25,44.25,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,1.8722050840066706,0.17028448210376207,0.18533515145513166,5.264628010749629,clear_separation,38.0,38.0,39.0,40.0,41.0,42.0,42.0,42.0,2.0,1.0,1.0,1,1,1,0.8706037469374007
Jw,raw_latband,Jw_lat_078,lat_44.500,44.5,44.5,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.0589646708558815,0.17530372412605683,0.19281802237357015,5.593162290557501,clear_separation,38.0,38.0,38.0,40.0,41.0,42.0,42.0,42.0,2.0,1.0,1.0,1,1,1,0.8739896689742744
Jw,raw_latband,Jw_lat_079,lat_44.750,44.75,44.75,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.2338468756077736,0.18787859499964402,0.20106446334563938,5.743377668472696,clear_separation,37.0,37.0,38.0,39.0,41.0,42.0,42.0,42.0,3.0,1.0,2.0,1,1,1,0.8767801811982423
Jw,raw_latband,Jw_lat_080,lat_45.000,45.0,45.0,80.0,110.0,121,False,one raw latitude row averaged over object longitude domain; observed curves only by default to avoid excessive bootstrap cost,121,2.407390880858029,0.20732449527335312,0.2095147961622832,5.775345391665775,clear_separation,37.0,37.0,38.0,39.0,41.0,42.0,42.0,42.0,3.0,1.0,2.0,1,1,1,0.8791837298440565
Jw,equal_count_three_region,Jw_three_0,R1_low,25.0,31.5,80.0,110.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending,3267,9.624552121848927,0.6918163032557247,0.7234265680117697,6.800636355249158,clear_separation,37.0,37.0,37.0,43.0,48.0,52.0,50.0,50.0,9.0,4.0,5.0,1,1,1,0.9798771850463037
Jw,equal_count_three_region,Jw_three_1,R2_mid,31.75,38.25,80.0,110.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending,3267,5.299983208590922,0.37272745846920924,0.3120388503194531,7.739842250659914,clear_separation,37.0,37.0,37.0,39.0,42.0,45.0,39.0,39.0,6.0,3.0,3.0,1,1,1,0.9490000982417113
Jw,equal_count_three_region,Jw_three_2,R3_high,38.5,45.0,80.0,110.0,3267,True,three equal-count raw latitude chunks after sorting latitude ascending,3267,3.1285076769129256,0.3459665502431215,0.25793772274602955,5.180469516182954,clear_separation,37.0,37.0,37.0,39.0,46.0,50.0,49.0,38.0,11.0,4.0,7.0,1,1,1,0.979359282618032
Jw,contribution_region,Jw_Jw_catchup_positive_core,Jw_catchup_positive_core,28.75,43.25,80.0,110.0,2081,True,post-processing diagnostic mask from Jw_catchup: positive contribution cells; not a physical region until independently justified,2081,3.3137937869187746,0.3249409951542275,0.42988137694513073,4.390163711897209,clear_separation,37.0,37.0,48.0,49.0,51.0,53.0,49.0,50.0,4.0,2.0,2.0,1,1,1,0.8781185369452221
Jw,contribution_region,Jw_Jw_catchup_negative_core,Jw_catchup_negative_core,31.25,44.0,80.0,110.0,370,True,post-processing diagnostic mask from Jw_catchup: negative contribution cells; not a physical region until independently justified,370,0.527472044141839,0.23954122763826988,0.2965490928985043,0.983923835098709,weak_separation,38.0,38.0,38.0,38.0,39.0,39.0,40.0,41.0,1.0,0.0,1.0,2,2,2,0.6218882481797876
