baseline_config,field,day,branch,S,V,V_smooth3,positive_growth_threshold,negative_growth_threshold,growth_flag,negative_growth_flag
C0_full_stage,H,67,pattern,1.2109652854628836,0.04579382786565267,0.055667609180070445,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,68,pattern,1.261984410305135,0.05101912484225135,0.052723874483550835,0.05441111256562479,0.0028864029068345655,False,False
C0_full_stage,H,69,pattern,1.3233430810478835,0.06135867074274848,0.06581636290021627,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,70,pattern,1.4084143741635324,0.08507129311564898,0.08494558113614059,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,71,pattern,1.5168211537135567,0.10840677955002431,0.1028583203275187,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,72,pattern,1.6319180420304396,0.1150968883168828,0.11298450489004819,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,73,pattern,1.747367888833677,0.11544984680323744,0.11595343665643276,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,H,74,pattern,1.864681463682855,0.11731357484917804,0.11638171082620774,0.05441111256562479,0.0028864029068345655,True,False
C0_full_stage,Jw,0,distance,,,,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,1,distance,,,,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,2,distance,,,,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,3,distance,,,,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,4,distance,0.23865550626221702,,-0.0003706882783986454,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,5,distance,0.23828481798381837,-0.0003706882783986454,-0.0027723843510138874,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,6,distance,0.23311073756018924,-0.005174080423629129,-0.0039085111357174684,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,7,distance,0.2269299728550646,-0.006180764705124631,-0.0056861457031823865,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,8,distance,0.2212263808742712,-0.005703591980793399,-0.006059667826223238,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,9,distance,0.21493173408151953,-0.006294646792751685,-0.006781549511279526,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,10,distance,0.20658532432122603,-0.008346409760293494,-0.008922711273552856,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,11,distance,0.19445824705361264,-0.01212707726761339,-0.011720193739888899,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,12,distance,0.17977115286185283,-0.014687094191759814,-0.01519062720887456,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,13,distance,0.16101344269460235,-0.018757710167250474,-0.018383218799589863,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,14,distance,0.13930859065484305,-0.021704852039759304,-0.019810837860949792,0.020310565110665924,-0.019097028330269827,False,True
C0_full_stage,Jw,15,distance,0.12033863927900346,-0.018969951375839594,-0.020637160825715522,0.020310565110665924,-0.019097028330269827,False,True
C0_full_stage,Jw,16,distance,0.09910196021745579,-0.021236679061547664,-0.02045272840938091,0.020310565110665924,-0.019097028330269827,False,True
C0_full_stage,Jw,17,distance,0.07795040542670031,-0.021151554790755478,-0.020359990599980973,0.020310565110665924,-0.019097028330269827,False,True
C0_full_stage,Jw,18,distance,0.059258667479060535,-0.01869173794763978,-0.017484238581170302,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,19,distance,0.04664924447394489,-0.012609423005115646,-0.01058974465622547,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,20,distance,0.046181171458023904,-0.00046807301592098616,-0.0018959959604323007,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,21,distance,0.05357067959776363,0.00738950813973973,0.007343758725009188,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,22,distance,0.06868052064897245,0.01510984105120882,0.015152199491068025,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,23,distance,0.09163776993122798,0.022957249282255524,0.017929374008652087,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,24,distance,0.1073588016237199,0.01572103169249192,0.01706160923625925,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,25,distance,0.1198653483577502,0.012506546734030302,0.015073326588444564,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,26,distance,0.13685774969656167,0.01699240133881147,0.015944736047042177,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,27,distance,0.15519300976484643,0.01833526006828476,0.017180636789694764,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,28,distance,0.1714072587268345,0.01621424896198806,0.018566136083862022,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,29,distance,0.19255615794814773,0.021148899221313244,0.02095438078522475,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,30,distance,0.21805615212052068,0.025499994172372947,0.023445883042105042,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,31,distance,0.24174490785314962,0.023688755732628936,0.02359515132092521,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,32,distance,0.26334161191092337,0.021596704057773752,0.021175848299526373,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,33,distance,0.2815836970190998,0.01824208510817643,0.017386692555887595,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,34,distance,0.2939049855208124,0.012321288501712602,0.012485804559598043,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,35,distance,0.3007990255897175,0.006894040068905094,0.00992793099867569,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,36,distance,0.31136749001512687,0.010568464425409374,0.013042157502409538,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,37,distance,0.333031458028041,0.021663968012914148,0.017648825950088615,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,38,distance,0.35374550343998334,0.020714045411942328,0.019666749436107096,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,39,distance,0.37036773832344816,0.016622234883464815,0.01571297164610702,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,40,distance,0.3801703729663621,0.009802634642913921,0.01219690300992382,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,41,distance,0.3903362124697548,0.010165839503392726,0.012151309054605578,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,42,distance,0.4068216654872649,0.016485453017510088,0.01629447016623427,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,43,distance,0.4290537834650649,0.022232117977800003,0.021872393185277877,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,44,distance,0.45595339202558843,0.026899608560523536,0.027677159306896477,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,45,distance,0.48985314340795433,0.033899751382365895,0.03079761776923227,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,46,distance,0.5214466367727617,0.03159349336480738,0.03228093708087881,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,47,distance,0.5527962032682249,0.031349566495463166,0.03336768202343896,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,48,distance,0.5899561894782712,0.03715998621004635,0.03717026834481755,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,49,distance,0.6329574418072144,0.04300125232894314,0.041270375001718186,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,50,distance,0.6766073282733794,0.04364988646616508,0.042090886221899236,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,51,distance,0.7162288481439689,0.03962151987058948,0.04000145945663325,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,52,distance,0.7529618201771141,0.036732972033145184,0.035736185219272944,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,53,distance,0.7838158839311983,0.03085406375408417,0.028245578983991753,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,54,distance,0.8009655850959442,0.0171497011647459,0.02018235087654996,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,55,distance,0.813508872806764,0.012543287710819806,0.014508109843458442,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,56,distance,0.8273402134615736,0.01383134065480962,0.013972741867360269,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,57,distance,0.842883810698025,0.015543597236451379,0.016365008684533833,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,58,distance,0.8626038988603655,0.0197200881623405,0.019679511828642544,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,59,distance,0.8863787489475012,0.023774850087135757,0.022431659591431452,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,60,distance,0.9101787894723193,0.0238000405248181,0.02255431088314926,0.020310565110665924,-0.019097028330269827,True,False
C0_full_stage,Jw,61,distance,0.9302668315098133,0.020088042037493925,0.020270394003691055,0.020310565110665924,-0.019097028330269827,False,False
C0_full_stage,Jw,62,distance,0.9471899309585744,0.016923099448761136,0.015646165195175032,0.020310565110665924,-0.019097028330269827,False,False
