field,feature_id,marker,median,q05,q10,q25,q75,q90,q95,q025,q975,iqr,q90_width,q95_width,valid_fraction,same_day_fraction_if_relevant,edge_hit_fraction,bootstrap_stability_label
Je,9,t25,44.0,30.0,30.0,42.0,46.0,46.0,47.0,30.0,47.0,4.0,17.0,17.0,1.0,0.128,0.209,unstable_feature_marker
Je,9,t30,45.0,30.0,30.0,44.0,46.0,47.0,47.0,30.0,48.0,2.0,17.0,18.0,1.0,0.24,0.108,unstable_feature_marker
Je,9,t35,46.0,30.0,43.0,44.0,46.0,47.0,48.0,30.0,49.0,2.0,18.0,19.0,1.0,0.325,0.057,unstable_feature_marker
Je,9,t40,46.0,42.0,43.0,45.0,47.0,47.10000000000002,48.0,30.0,49.0,2.0,6.0,19.0,1.0,0.345,0.033,moderately_stable_feature_marker
Je,9,t45,46.0,43.0,44.0,45.0,47.0,48.0,49.0,42.0,50.0,2.0,6.0,8.0,1.0,0.334,0.018,moderately_stable_feature_marker
Je,9,t50,46.0,44.0,45.0,46.0,47.0,49.0,50.0,43.0,51.0,1.0,6.0,8.0,1.0,0.311,0.01,moderately_stable_feature_marker
Je,9,t75,49.0,46.0,46.0,47.0,52.0,54.0,55.0,45.0,56.0,5.0,9.0,11.0,1.0,0.08,0.002,unstable_feature_marker
Je,9,peak_raw,46.0,40.0,41.0,45.0,46.0,46.0,49.09999999999991,40.0,58.0,1.0,9.099999999999909,18.0,1.0,0.667,0.006,unstable_feature_marker
Je,9,peak_smooth3,46.0,41.0,42.0,45.0,46.0,47.0,53.0,40.0,58.0,1.0,12.0,18.0,1.0,0.403,0.0,unstable_feature_marker
Je,9,duration_25_75,6.0,2.0,3.0,3.0,9.0,18.0,21.0,2.0,23.024999999999977,6.0,19.0,21.024999999999977,1.0,0.122,0.0,unstable_feature_marker
Je,9,tail_50_75,2.0,1.0,1.0,1.0,4.0,6.0,8.0,1.0,9.0,3.0,7.0,8.0,1.0,0.254,0.0,moderately_stable_feature_marker
Je,9,early_span_25_50,2.0,1.0,1.0,1.0,4.0,16.0,17.0,1.0,18.0,3.0,16.0,17.0,1.0,0.332,0.0,unstable_feature_marker
Je,10,departure90,42.0,39.0,39.0,40.0,44.0,45.0,46.0,38.0,46.0,4.0,7.0,8.0,1.0,0.126,0.0,moderately_stable_feature_marker
Je,10,departure95,42.0,39.0,40.0,40.0,44.0,45.0,46.0,38.0,46.0,4.0,7.0,8.0,1.0,0.131,0.0,moderately_stable_feature_marker
Je,10,t10,40.0,30.0,30.0,30.0,41.0,43.0,45.0,30.0,45.0,11.0,15.0,15.0,1.0,0.175,0.386,unstable_feature_marker
Je,10,t15,41.0,30.0,30.0,40.0,43.0,45.0,45.0,30.0,46.0,3.0,15.0,16.0,1.0,0.17,0.209,unstable_feature_marker
Je,10,t20,43.0,30.0,38.900000000000006,41.0,44.0,45.0,46.0,30.0,46.0,3.0,16.0,16.0,1.0,0.17,0.091,unstable_feature_marker
Je,10,t25,43.0,39.0,41.0,42.0,45.0,46.0,46.0,30.0,46.0,3.0,7.0,16.0,1.0,0.192,0.045,moderately_stable_feature_marker
Je,10,t30,44.0,41.0,41.0,43.0,45.0,46.0,46.0,39.0,47.0,2.0,5.0,8.0,1.0,0.201,0.023,moderately_stable_feature_marker
Je,10,t35,44.0,41.0,42.0,43.0,46.0,46.0,47.0,41.0,47.0,3.0,6.0,6.0,1.0,0.216,0.009,moderately_stable_feature_marker
Je,10,t40,45.0,42.0,43.0,44.0,46.0,47.0,47.0,41.0,48.0,2.0,5.0,7.0,1.0,0.256,0.006,moderately_stable_feature_marker
Je,10,t45,45.0,42.0,43.0,44.0,46.0,47.0,48.0,42.0,49.0,2.0,6.0,7.0,1.0,0.252,0.004,moderately_stable_feature_marker
Je,10,t50,46.0,43.0,44.0,45.0,47.0,48.0,49.0,42.0,51.0,2.0,6.0,9.0,1.0,0.331,0.002,moderately_stable_feature_marker
Je,10,t75,49.0,45.0,46.0,47.0,52.0,55.0,55.0,45.0,56.0,5.0,10.0,11.0,1.0,0.06,0.0,unstable_feature_marker
Je,10,peak_raw,46.0,40.0,40.0,44.0,46.0,57.0,58.0,40.0,58.0,2.0,18.0,18.0,1.0,0.505,0.007,unstable_feature_marker
Je,10,peak_smooth3,45.0,40.0,41.0,44.0,46.0,57.0,58.0,40.0,59.0,2.0,18.0,19.0,1.0,0.285,0.0,unstable_feature_marker
Je,10,duration_25_75,6.0,2.0,3.0,4.0,9.0,11.0,14.0,2.0,17.0,5.0,12.0,15.0,1.0,0.105,0.0,unstable_feature_marker
Je,10,tail_50_75,3.0,1.0,1.0,2.0,5.0,8.0,9.0,1.0,10.0,3.0,8.0,9.0,1.0,0.153,0.0,moderately_stable_feature_marker
Je,10,early_span_25_50,2.0,1.0,1.0,2.0,3.0,5.0,8.0,1.0,15.0,1.0,7.0,14.0,1.0,0.407,0.0,moderately_stable_feature_marker
Jw,0,departure90,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,1.0,0.998,0.0,stable_feature_marker
Jw,0,departure95,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,1.0,0.998,0.0,stable_feature_marker
Jw,0,t10,37.0,36.0,36.0,36.75,38.0,38.0,39.0,36.0,39.0,1.25,3.0,3.0,1.0,0.48,0.0,stable_feature_marker
Jw,0,t15,38.0,37.0,37.0,38.0,39.0,40.0,41.0,37.0,41.0,1.0,4.0,4.0,1.0,0.404,0.0,moderately_stable_feature_marker
Jw,0,t20,39.0,38.0,38.0,39.0,40.0,42.0,42.049999999999955,38.0,43.0,1.0,4.0499999999999545,5.0,1.0,0.31,0.0,moderately_stable_feature_marker
Jw,0,t25,41.0,39.0,39.0,40.0,42.0,43.0,44.0,39.0,44.0,2.0,5.0,5.0,1.0,0.234,0.0,moderately_stable_feature_marker
Jw,0,t30,42.0,40.0,40.0,41.0,43.0,44.0,45.0,40.0,45.0,2.0,5.0,5.0,1.0,0.258,0.0,moderately_stable_feature_marker
Jw,0,t35,43.0,41.0,41.0,42.0,44.0,45.0,45.0,41.0,46.0,2.0,4.0,5.0,1.0,0.254,0.0,moderately_stable_feature_marker
Jw,0,t40,44.0,42.0,43.0,43.0,45.0,46.0,46.0,42.0,46.0,2.0,4.0,4.0,1.0,0.298,0.0,moderately_stable_feature_marker
Jw,0,t45,45.0,43.0,44.0,45.0,46.0,47.0,47.0,43.0,47.0,1.0,4.0,4.0,1.0,0.333,0.0,moderately_stable_feature_marker
Jw,0,t50,46.0,44.0,45.0,45.75,47.0,48.0,48.0,44.0,48.0,1.25,4.0,4.0,1.0,0.366,0.0,moderately_stable_feature_marker
Jw,0,t75,51.0,50.0,50.0,50.0,51.0,52.0,52.0,49.0,52.0,1.0,2.0,3.0,1.0,0.499,0.0,stable_feature_marker
Jw,0,peak_raw,45.0,32.0,32.0,38.0,50.0,51.0,52.0,31.0,52.0,12.0,20.0,21.0,1.0,0.171,0.004,unstable_feature_marker
Jw,0,peak_smooth3,47.0,32.0,33.0,44.0,51.0,51.0,52.0,32.0,52.0,7.0,20.0,20.0,1.0,0.035,0.0,unstable_feature_marker
Jw,0,duration_25_75,10.0,7.0,8.0,9.0,11.0,12.0,12.0,7.0,13.0,2.0,5.0,6.0,1.0,0.225,0.0,moderately_stable_feature_marker
Jw,0,tail_50_75,5.0,3.0,4.0,4.0,5.0,6.0,6.0,3.0,7.0,1.0,3.0,4.0,1.0,0.348,0.0,stable_feature_marker
Jw,0,early_span_25_50,5.0,4.0,4.0,4.0,6.0,7.0,7.0,3.0,8.0,2.0,3.0,5.0,1.0,0.37,0.0,stable_feature_marker
Jw,1,departure90,37.0,37.0,37.0,37.0,37.0,37.0,38.0,37.0,41.02499999999998,0.0,1.0,4.024999999999977,1.0,0.934,0.0,stable_feature_marker
Jw,1,departure95,37.0,37.0,37.0,37.0,37.0,37.0,38.0,37.0,42.0,0.0,1.0,5.0,1.0,0.933,0.0,stable_feature_marker
Jw,1,t10,37.0,36.0,36.0,37.0,38.0,41.0,43.0,36.0,44.0,1.0,7.0,8.0,1.0,0.365,0.0,moderately_stable_feature_marker
Jw,1,t15,39.0,37.0,37.0,38.0,41.0,43.0,44.0,37.0,45.0,3.0,7.0,8.0,1.0,0.176,0.0,moderately_stable_feature_marker
Jw,1,t20,41.0,38.0,38.0,39.0,43.0,45.0,45.0,38.0,45.02499999999998,4.0,7.0,7.024999999999977,1.0,0.095,0.0,moderately_stable_feature_marker
Jw,1,t25,43.0,39.0,39.0,41.0,44.0,45.0,46.0,39.0,46.0,3.0,7.0,7.0,1.0,0.17,0.0,moderately_stable_feature_marker
Jw,1,t30,44.0,40.0,41.0,43.0,45.0,46.0,47.0,40.0,47.0,2.0,7.0,7.0,1.0,0.216,0.0,moderately_stable_feature_marker
Jw,1,t35,45.0,42.0,43.0,44.0,46.0,47.0,47.0,42.0,48.0,2.0,5.0,6.0,1.0,0.283,0.0,moderately_stable_feature_marker
Jw,1,t40,46.0,43.0,44.0,45.0,47.0,48.0,48.0,43.0,48.0,2.0,5.0,5.0,1.0,0.279,0.0,moderately_stable_feature_marker
Jw,1,t45,47.0,45.0,45.0,46.0,48.0,48.0,49.0,44.0,49.0,2.0,4.0,5.0,1.0,0.335,0.0,moderately_stable_feature_marker
Jw,1,t50,48.0,46.0,46.0,47.0,49.0,49.0,50.0,45.0,50.0,2.0,4.0,5.0,1.0,0.37,0.0,moderately_stable_feature_marker
Jw,1,t75,51.0,50.0,50.0,51.0,52.0,52.0,53.0,50.0,53.0,1.0,3.0,3.0,1.0,0.423,0.0,stable_feature_marker
Jw,1,peak_raw,50.0,32.0,38.0,48.0,51.0,51.0,52.0,32.0,53.0,3.0,20.0,21.0,1.0,0.309,0.007,unstable_feature_marker
Jw,1,peak_smooth3,50.0,38.0,46.0,49.0,51.0,51.0,52.0,32.0,52.0,2.0,14.0,20.0,1.0,0.268,0.0,unstable_feature_marker
Jw,1,duration_25_75,8.0,6.0,6.0,7.0,10.0,12.0,13.0,5.0,13.0,3.0,7.0,8.0,1.0,0.192,0.0,moderately_stable_feature_marker
Jw,1,tail_50_75,4.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,6.0,1.0,3.0,4.0,1.0,0.375,0.0,stable_feature_marker
Jw,1,early_span_25_50,5.0,3.0,3.0,4.0,6.0,8.0,9.0,3.0,9.0,2.0,6.0,6.0,1.0,0.227,0.0,moderately_stable_feature_marker
Jw,2,departure90,37.0,37.0,37.0,37.0,38.0,46.0,47.0,37.0,48.0,1.0,10.0,11.0,1.0,0.724,0.0,unstable_feature_marker
Jw,2,departure95,37.0,37.0,37.0,37.0,38.0,46.0,47.0,37.0,48.0,1.0,10.0,11.0,1.0,0.72,0.0,unstable_feature_marker
Jw,2,t10,38.0,35.0,36.0,37.0,45.0,46.10000000000002,48.0,35.0,48.0,8.0,13.0,13.0,1.0,0.117,0.001,unstable_feature_marker
Jw,2,t15,43.0,37.0,37.0,38.0,46.0,48.0,48.0,36.0,49.0,8.0,11.0,13.0,1.0,0.046,0.0,unstable_feature_marker
Jw,2,t20,45.0,37.0,38.0,42.0,47.0,48.0,49.0,37.0,49.0,5.0,12.0,12.0,1.0,0.12,0.0,unstable_feature_marker
Jw,2,t25,46.0,38.0,40.0,44.0,48.0,49.0,49.0,37.975,50.0,4.0,11.0,12.024999999999999,1.0,0.146,0.0,unstable_feature_marker
Jw,2,t30,47.0,41.0,43.900000000000006,46.0,48.0,49.0,50.0,38.975,50.0,2.0,9.0,11.024999999999999,1.0,0.196,0.0,unstable_feature_marker
Jw,2,t35,48.0,44.0,45.0,47.0,49.0,50.0,50.0,42.0,50.0,2.0,6.0,8.0,1.0,0.269,0.0,moderately_stable_feature_marker
Jw,2,t40,49.0,45.0,46.0,48.0,49.0,50.0,50.0,45.0,51.0,1.0,5.0,6.0,1.0,0.312,0.0,moderately_stable_feature_marker
Jw,2,t45,49.0,46.95,47.0,48.0,50.0,50.0,51.0,46.0,51.0,2.0,4.049999999999997,5.0,1.0,0.353,0.0,moderately_stable_feature_marker
Jw,2,t50,50.0,47.0,48.0,49.0,50.0,51.0,51.0,47.0,51.0,1.0,4.0,4.0,1.0,0.351,0.0,moderately_stable_feature_marker
Jw,2,t75,52.0,51.0,51.0,52.0,53.0,53.0,53.0,50.0,54.0,1.0,2.0,4.0,1.0,0.433,0.0,stable_feature_marker
Jw,2,peak_raw,50.0,31.0,45.0,49.0,50.0,52.0,52.0,31.0,53.09999999999991,1.0,21.0,22.09999999999991,1.0,0.423,0.021,unstable_feature_marker
Jw,2,peak_smooth3,50.0,46.0,49.0,49.0,51.0,51.0,52.0,37.0,52.0,2.0,6.0,15.0,1.0,0.392,0.0,moderately_stable_feature_marker
Jw,2,duration_25_75,6.0,4.0,4.0,5.0,7.0,11.0,14.0,3.0,15.0,2.0,10.0,12.0,1.0,0.203,0.0,unstable_feature_marker
Jw,2,tail_50_75,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,0.508,0.0,stable_feature_marker
Jw,2,early_span_25_50,3.0,2.0,2.0,2.0,4.0,8.0,11.0,1.0,12.0,2.0,9.0,11.0,1.0,0.284,0.0,unstable_feature_marker
Jw,3,departure90,50.0,37.0,37.0,37.0,52.0,55.0,57.0,37.0,58.0,15.0,20.0,21.0,0.992,0.084,0.0,unstable_feature_marker
Jw,3,departure95,50.0,37.0,37.0,40.0,52.0,55.0,57.0,37.0,58.0,12.0,20.0,21.0,0.991,0.09,0.0,unstable_feature_marker
Jw,3,t10,35.0,30.0,30.0,31.0,37.0,50.0,51.0,30.0,52.0,6.0,21.0,22.0,1.0,0.162,0.207,unstable_feature_marker
Jw,3,t15,36.0,30.0,30.0,33.0,49.0,51.0,52.0,30.0,53.0,16.0,22.0,23.0,1.0,0.116,0.162,unstable_feature_marker
Jw,3,t20,37.0,30.0,30.0,34.0,50.0,52.0,53.0,30.0,53.0,16.0,23.0,23.0,1.0,0.05,0.131,unstable_feature_marker
Jw,3,t25,48.0,30.0,30.0,35.0,51.0,52.0,53.0,30.0,53.0,16.0,23.0,23.0,1.0,0.035,0.108,unstable_feature_marker
Jw,3,t30,49.0,30.0,31.0,36.0,51.0,53.0,53.0,30.0,54.0,15.0,23.0,24.0,1.0,0.069,0.097,unstable_feature_marker
Jw,3,t35,50.0,30.0,31.0,36.0,52.0,53.0,54.0,30.0,55.0,16.0,24.0,25.0,1.0,0.129,0.084,unstable_feature_marker
Jw,3,t40,51.0,30.0,33.0,37.0,52.0,53.0,54.0,30.0,55.0,15.0,24.0,25.0,1.0,0.132,0.072,unstable_feature_marker
Jw,3,t45,51.0,30.0,33.0,38.0,53.0,54.0,55.0,30.0,55.0,15.0,25.0,25.0,1.0,0.139,0.062,unstable_feature_marker
Jw,3,t50,52.0,30.0,34.0,49.0,53.0,54.0,55.0,30.0,56.0,4.0,25.0,26.0,1.0,0.174,0.055,unstable_feature_marker
Jw,3,t75,53.0,31.0,36.0,52.0,55.0,56.0,57.0,30.0,57.0,3.0,26.0,27.0,1.0,0.21,0.039,unstable_feature_marker
Jw,3,peak_raw,50.0,31.0,35.0,49.0,52.0,59.0,60.0,31.0,60.0,3.0,29.0,29.0,1.0,0.361,0.056,unstable_feature_marker
Jw,3,peak_smooth3,50.0,36.0,40.0,49.0,51.0,59.0,59.0,32.0,59.0,2.0,23.0,27.0,1.0,0.211,0.0,unstable_feature_marker
Jw,3,duration_25_75,3.0,0.0,1.0,2.0,16.0,23.0,25.0,0.0,26.0,14.0,25.0,26.0,1.0,0.258,0.0,unstable_feature_marker
Jw,3,tail_50_75,2.0,0.0,0.0,1.0,2.0,3.0,17.0,0.0,23.0,1.0,17.0,23.0,1.0,0.358,0.0,unstable_feature_marker
Jw,3,early_span_25_50,1.0,0.0,0.0,1.0,2.0,19.0,23.0,0.0,24.0,1.0,23.0,24.0,1.0,0.427,0.0,unstable_feature_marker
Jw,4,departure90,37.0,37.0,37.0,37.0,38.0,40.0,41.0,37.0,42.0,1.0,4.0,5.0,0.996,0.613,0.0,moderately_stable_feature_marker
Jw,4,departure95,37.0,37.0,37.0,37.0,38.0,40.0,41.0,37.0,42.125,1.0,4.0,5.125,0.996,0.612,0.0,moderately_stable_feature_marker
Jw,4,t10,36.0,30.0,31.900000000000006,34.0,38.0,38.0,39.0,30.0,39.0,4.0,9.0,9.0,1.0,0.085,0.099,unstable_feature_marker
Jw,4,t15,37.0,30.0,33.0,35.0,38.0,39.0,40.0,30.0,40.0,3.0,10.0,10.0,1.0,0.151,0.066,unstable_feature_marker
Jw,4,t20,38.0,32.0,34.0,36.0,39.0,40.0,40.0,30.0,41.0,3.0,8.0,11.0,1.0,0.265,0.047,moderately_stable_feature_marker
Jw,4,t25,38.0,33.0,35.0,37.0,39.0,40.0,41.0,30.0,42.0,2.0,8.0,12.0,1.0,0.279,0.038,moderately_stable_feature_marker
Jw,4,t30,38.0,34.0,36.0,37.0,39.0,41.0,41.0,30.0,42.0,2.0,7.0,12.0,1.0,0.268,0.03,moderately_stable_feature_marker
Jw,4,t35,39.0,35.0,36.0,38.0,40.0,41.0,42.0,31.975,42.02499999999998,2.0,7.0,10.049999999999976,1.0,0.277,0.024,moderately_stable_feature_marker
Jw,4,t40,39.0,35.0,37.0,38.0,40.0,41.0,42.0,33.0,43.0,2.0,7.0,10.0,1.0,0.284,0.018,moderately_stable_feature_marker
Jw,4,t45,39.0,35.0,37.0,38.0,40.0,42.0,43.0,33.0,43.0,2.0,8.0,10.0,1.0,0.263,0.018,moderately_stable_feature_marker
Jw,4,t50,39.0,36.0,37.0,38.0,41.0,42.0,43.0,34.0,44.0,3.0,7.0,10.0,1.0,0.24,0.013,moderately_stable_feature_marker
Jw,4,t75,41.0,37.95,38.0,39.0,42.0,44.0,45.0,36.0,47.0,3.0,7.049999999999997,11.0,1.0,0.153,0.007,moderately_stable_feature_marker
Jw,4,peak_raw,39.0,33.0,38.0,39.0,42.0,43.0,43.049999999999955,32.0,46.0,3.0,10.049999999999955,14.0,1.0,0.448,0.001,unstable_feature_marker
Jw,4,peak_smooth3,39.0,34.0,38.0,39.0,42.0,43.0,44.0,33.0,45.0,3.0,10.0,12.0,1.0,0.411,0.0,unstable_feature_marker
Jw,4,duration_25_75,3.0,1.0,1.0,2.0,4.0,5.0,8.0,1.0,12.0,2.0,7.0,11.0,1.0,0.285,0.0,moderately_stable_feature_marker
Jw,4,tail_50_75,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,5.0,1.0,3.0,5.0,1.0,0.512,0.0,stable_feature_marker
Jw,4,early_span_25_50,1.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0,10.0,1.0,4.0,10.0,1.0,0.487,0.0,moderately_stable_feature_marker
Jw,5,departure90,37.0,37.0,37.0,37.0,38.0,38.0,39.0,37.0,41.0,1.0,2.0,4.0,1.0,0.72,0.0,stable_feature_marker
Jw,5,departure95,37.0,37.0,37.0,37.0,38.0,39.0,39.049999999999955,37.0,41.0,1.0,2.0499999999999545,4.0,1.0,0.72,0.0,stable_feature_marker
Jw,5,t10,37.0,34.0,35.0,36.0,38.0,39.0,40.0,34.0,40.02499999999998,2.0,6.0,6.024999999999977,1.0,0.278,0.006,moderately_stable_feature_marker
Jw,5,t15,38.0,35.0,36.900000000000006,37.0,39.0,40.0,41.0,35.0,41.02499999999998,2.0,6.0,6.024999999999977,1.0,0.368,0.001,moderately_stable_feature_marker
Jw,5,t20,38.0,37.0,37.0,38.0,39.0,40.10000000000002,42.0,36.0,42.0,1.0,5.0,6.0,1.0,0.359,0.0,moderately_stable_feature_marker
Jw,5,t25,39.0,37.0,38.0,38.0,40.0,41.0,42.0,37.0,43.0,2.0,5.0,6.0,1.0,0.337,0.0,moderately_stable_feature_marker
Jw,5,t30,39.0,38.0,38.0,39.0,41.0,42.0,43.0,37.0,44.0,2.0,5.0,7.0,1.0,0.34,0.0,moderately_stable_feature_marker
Jw,5,t35,40.0,38.0,38.0,39.0,41.0,43.0,43.049999999999955,38.0,45.0,2.0,5.0499999999999545,7.0,1.0,0.241,0.0,moderately_stable_feature_marker
Jw,5,t40,40.0,38.0,39.0,39.0,42.0,43.0,44.0,38.0,45.0,3.0,6.0,7.0,1.0,0.226,0.0,moderately_stable_feature_marker
Jw,5,t45,41.0,39.0,39.0,40.0,43.0,44.0,45.0,38.0,46.0,3.0,6.0,8.0,1.0,0.185,0.0,moderately_stable_feature_marker
Jw,5,t50,42.0,39.0,39.0,40.0,43.0,45.0,45.049999999999955,39.0,46.0,3.0,6.0499999999999545,7.0,1.0,0.181,0.0,moderately_stable_feature_marker
Jw,5,t75,45.0,41.0,42.0,43.0,46.0,49.0,50.0,40.0,51.0,3.0,9.0,11.0,1.0,0.155,0.0,unstable_feature_marker
Jw,5,peak_raw,39.0,33.0,33.0,39.0,43.0,45.0,46.0,32.0,46.0,4.0,13.0,14.0,1.0,0.371,0.0,unstable_feature_marker
Jw,5,peak_smooth3,39.0,33.0,38.0,39.0,43.0,45.0,46.0,32.975,46.0,4.0,13.0,13.024999999999999,1.0,0.341,0.0,unstable_feature_marker
Jw,5,duration_25_75,5.0,3.0,3.0,4.0,7.0,8.0,11.0,3.0,12.0,3.0,8.0,9.0,1.0,0.237,0.0,moderately_stable_feature_marker
Jw,5,tail_50_75,3.0,1.0,2.0,2.0,3.0,5.0,6.0,1.0,7.024999999999977,1.0,5.0,6.024999999999977,1.0,0.354,0.0,moderately_stable_feature_marker
Jw,5,early_span_25_50,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,1.0,4.0,5.0,1.0,0.44,0.0,moderately_stable_feature_marker
Jw,6,departure90,37.0,37.0,37.0,37.0,37.0,38.0,40.0,37.0,43.0,0.0,3.0,6.0,1.0,0.78,0.0,stable_feature_marker
Jw,6,departure95,37.0,37.0,37.0,37.0,37.0,38.10000000000002,40.0,37.0,43.0,0.0,3.0,6.0,1.0,0.78,0.0,stable_feature_marker
Jw,6,t10,37.0,34.0,35.0,37.0,38.0,39.0,41.0,34.0,42.0,1.0,7.0,8.0,1.0,0.38,0.002,moderately_stable_feature_marker
Jw,6,t15,38.0,36.0,37.0,37.0,39.0,41.0,42.0,35.0,43.02499999999998,2.0,6.0,8.024999999999977,1.0,0.322,0.0,moderately_stable_feature_marker
Jw,6,t20,39.0,37.0,37.0,38.0,40.0,42.0,43.0,37.0,45.0,2.0,6.0,8.0,1.0,0.224,0.0,moderately_stable_feature_marker
Jw,6,t25,39.0,37.0,38.0,38.0,41.0,43.0,44.0,37.0,45.0,3.0,7.0,8.0,1.0,0.282,0.0,moderately_stable_feature_marker
Jw,6,t30,40.0,38.0,38.0,39.0,42.0,44.0,45.0,37.0,46.0,3.0,7.0,9.0,1.0,0.133,0.0,moderately_stable_feature_marker
Jw,6,t35,41.0,38.0,39.0,39.0,43.0,45.0,46.0,38.0,47.0,4.0,8.0,9.0,1.0,0.101,0.0,moderately_stable_feature_marker
Jw,6,t40,42.0,39.0,39.0,40.0,44.0,45.0,46.0,38.0,48.0,4.0,7.0,10.0,1.0,0.135,0.0,moderately_stable_feature_marker
Jw,6,t45,43.0,39.0,40.0,41.0,45.0,46.0,47.049999999999955,39.0,49.0,4.0,8.049999999999955,10.0,1.0,0.153,0.0,unstable_feature_marker
Jw,6,t50,43.0,39.0,40.0,41.0,45.0,47.0,48.0,39.0,49.0,4.0,9.0,10.0,1.0,0.166,0.0,unstable_feature_marker
Jw,6,t75,47.0,43.0,43.0,45.0,49.0,51.0,52.0,42.0,52.02499999999998,4.0,9.0,10.024999999999977,1.0,0.097,0.0,unstable_feature_marker
Jw,6,peak_raw,39.0,32.0,33.0,38.0,45.0,49.0,50.0,32.0,53.0,7.0,18.0,21.0,1.0,0.226,0.0,unstable_feature_marker
Jw,6,peak_smooth3,40.0,32.0,33.0,38.0,45.0,49.0,50.0,32.0,53.0,7.0,18.0,21.0,1.0,0.023,0.0,unstable_feature_marker
Jw,6,duration_25_75,7.0,4.0,4.0,5.0,9.0,11.0,13.0,4.0,13.0,4.0,9.0,9.0,1.0,0.176,0.0,unstable_feature_marker
Jw,6,tail_50_75,3.0,2.0,2.0,3.0,4.0,6.0,7.0,2.0,9.0,1.0,5.0,7.0,1.0,0.354,0.0,moderately_stable_feature_marker
Jw,6,early_span_25_50,3.0,2.0,2.0,2.0,4.0,6.0,7.0,1.0,9.0,2.0,5.0,8.0,1.0,0.319,0.0,moderately_stable_feature_marker
Jw,7,departure90,37.0,37.0,37.0,37.0,37.0,40.0,45.0,37.0,47.0,0.0,8.0,10.0,0.999,0.785,0.0,moderately_stable_feature_marker
Jw,7,departure95,37.0,37.0,37.0,37.0,37.0,40.0,45.0,37.0,47.0,0.0,8.0,10.0,0.999,0.784,0.0,moderately_stable_feature_marker
Jw,7,t10,37.0,33.0,34.0,36.0,38.0,39.0,42.0,33.0,44.0,2.0,9.0,11.0,1.0,0.335,0.005,unstable_feature_marker
Jw,7,t15,37.0,35.0,36.0,37.0,39.0,42.10000000000002,45.0,34.0,46.0,2.0,10.0,12.0,1.0,0.359,0.001,unstable_feature_marker
Jw,7,t20,38.0,36.0,37.0,37.0,40.0,45.0,46.0,35.0,47.0,3.0,10.0,12.0,1.0,0.27,0.001,unstable_feature_marker
Jw,7,t25,39.0,37.0,37.0,38.0,42.0,46.0,47.0,36.0,48.0,4.0,10.0,12.0,1.0,0.144,0.0,unstable_feature_marker
Jw,7,t30,39.0,37.0,37.0,38.0,44.0,47.0,48.0,37.0,49.0,6.0,11.0,12.0,1.0,0.177,0.0,unstable_feature_marker
Jw,7,t35,41.0,37.0,38.0,39.0,45.0,48.0,48.049999999999955,37.0,49.0,6.0,11.049999999999955,12.0,1.0,0.052,0.0,unstable_feature_marker
Jw,7,t40,42.0,38.0,38.0,39.0,46.0,48.0,49.0,37.0,49.0,7.0,11.0,12.0,1.0,0.058,0.0,unstable_feature_marker
Jw,7,t45,44.0,38.0,39.0,40.0,47.0,49.0,49.0,38.0,50.0,7.0,11.0,12.0,1.0,0.069,0.0,unstable_feature_marker
Jw,7,t50,45.0,38.0,39.0,41.0,47.0,49.0,50.0,38.0,51.0,6.0,12.0,13.0,1.0,0.096,0.0,unstable_feature_marker
Jw,7,t75,49.0,42.0,44.0,47.0,51.0,52.0,53.0,40.0,53.0,4.0,11.0,13.0,1.0,0.193,0.0,unstable_feature_marker
Jw,7,peak_raw,39.0,32.0,32.0,37.0,49.0,53.0,53.0,32.0,53.0,12.0,21.0,21.0,1.0,0.09,0.005,unstable_feature_marker
Jw,7,peak_smooth3,38.0,32.0,32.0,38.0,48.0,52.0,53.0,32.0,53.0,10.0,21.0,21.0,1.0,0.312,0.0,unstable_feature_marker
Jw,7,duration_25_75,8.0,3.0,4.0,5.0,11.0,13.0,15.0,3.0,15.0,6.0,12.0,12.0,1.0,0.079,0.0,unstable_feature_marker
Jw,7,tail_50_75,3.0,1.0,2.0,2.0,5.0,8.0,10.0,1.0,12.0,3.0,9.0,11.0,1.0,0.259,0.0,unstable_feature_marker
Jw,7,early_span_25_50,3.0,1.0,2.0,2.0,6.0,9.0,11.0,1.0,12.0,4.0,10.0,11.0,1.0,0.169,0.0,unstable_feature_marker
Jw,8,departure90,37.0,37.0,37.0,37.0,38.0,48.0,49.0,37.0,51.0,1.0,12.0,14.0,0.984,0.707,0.0,unstable_feature_marker
Jw,8,departure95,37.0,37.0,37.0,37.0,38.0,48.0,49.94999999999993,37.0,51.0,1.0,12.949999999999932,14.0,0.982,0.698,0.0,unstable_feature_marker
Jw,8,t10,35.0,31.0,32.0,33.0,36.0,37.0,38.0,30.0,42.049999999999955,3.0,7.0,12.049999999999955,1.0,0.131,0.045,moderately_stable_feature_marker
